player_id,mlbam_id,name_last,name_first,matched_by
willida03,124296,Williams,Davey,key_bbref 직접 매칭
jenseja01,116533,Jensen,Jackie,key_bbref 직접 매칭
zastrro01,642239,Zastryzny,Rob,key_bbref 직접 매칭
kingly01,117084,King,Lynn,key_bbref 직접 매칭
woodske01,124568,Woodson,Kerry,key_bbref 직접 매칭
doyleje01,113526,Doyle,Jess,key_bbref 직접 매칭
shanagr01,122044,Shanahan,Greg,key_bbref 직접 매칭
stanljo02,122671,Stanley,Joe,key_bbref 직접 매칭
mastnto01,457826,Mastny,Tom,key_bbref 직접 매칭
schneda03,676914,Schneider,Davis,key_bbref 직접 매칭
haynele01,819103,Haynes,Leroy,key_bbref 직접 매칭
pruesea01,120783,Pruess,Earl,key_bbref 직접 매칭
pettyad01,282562,Pettyjohn,Adam,key_bbref 직접 매칭
ramirha01,434670,Ramírez,Hanley,key_bbref 직접 매칭
santred01,121701,Santry,Edward,key_bbref 직접 매칭
riggejo01,121198,Riggert,Joe,key_bbref 직접 매칭
hayesjo01,819113,Hayes,Johnny,key_bbref 직접 매칭
bakerfl01,110472,Baker,Floyd,key_bbref 직접 매칭
davisg04,819859,Davis,G.,key_bbref 직접 매칭
lowfl01,117951,Low,Fletcher,key_bbref 직접 매칭
russere01,121564,Russell,Reb,key_bbref 직접 매칭
smithty01,642094,Smith,Tyler,key_bbref 직접 매칭
jarviro01,116497,Jarvis,Roy,key_bbref 직접 매칭
duffybi01,819697,Duffy,Bill,key_bbref 직접 매칭
wilsoel01,816518,Wilson,Elmer,key_bbref 직접 매칭
cardele01,111982,Cárdenas,Leo,key_bbref 직접 매칭
nippeal01,119805,Nipper,Al,key_bbref 직접 매칭
mageebi01,118137,Magee,Bill,key_bbref 직접 매칭
herrihe01,115849,Herring,Herb,key_bbref 직접 매칭
goochle01,114941,Gooch,Lee,key_bbref 직접 매칭
sippto01,448609,Sipp,Tony,key_bbref 직접 매칭
valener01,346858,Valent,Eric,key_bbref 직접 매칭
brashki01,111399,Brashear,Kitty,key_bbref 직접 매칭
conlojo01,112566,Conlon,Jocko,key_bbref 직접 매칭
longje01,117893,Long,Jeoff,key_bbref 직접 매칭
mileymi01,119053,Miley,Mike,key_bbref 직접 매칭
mailsdu01,118173,Mails,Duster,key_bbref 직접 매칭
snellch02,421684,Snelling,Chris,key_bbref 직접 매칭
creekdo01,150034,Creek,Doug,key_bbref 직접 매칭
johnsra03,116617,Johnson,Randy,key_bbref 직접 매칭
mitchjo02,119193,Mitchell,John,key_bbref 직접 매칭
repkoja01,434705,Repko,Jason,key_bbref 직접 매칭
durritr01,227495,Durrington,Trent,key_bbref 직접 매칭
woodjo03,124538,Wood,Joe,key_bbref 직접 매칭
moskoda01,446290,Moskos,Daniel,key_bbref 직접 매칭
quinnto01,120848,Quinn,Tom,key_bbref 직접 매칭
mittera01,119205,Mitterling,Ralph,key_bbref 직접 매칭
sherled01,122134,Sherling,Ed,key_bbref 직접 매칭
taylogr01,501869,Taylor,Graham,key_bbref 직접 매칭
vogelry01,285064,Vogelsong,Ryan,key_bbref 직접 매칭
kepshku01,117006,Kepshire,Kurt,key_bbref 직접 매칭
spearna01,460621,Spears,Nate,key_bbref 직접 매칭
durbica01,702332,Durbin,Caleb,key_bbref 직접 매칭
colined01,666674,Colina,Edwar,key_bbref 직접 매칭
sadledo01,132620,Sadler,Donnie,key_bbref 직접 매칭
montara01,119257,Montalvo,Rafael,key_bbref 직접 매칭
yankoge01,124645,Yankowski,George,key_bbref 직접 매칭
brownra99,506627,Brown,Ray,key_bbref 직접 매칭
schnepe01,121848,Schneider,Pete,key_bbref 직접 매칭
gomezro01,596816,Gómez,Roberto,key_bbref 직접 매칭
smithpo01,122363,Smith,Pop,key_bbref 직접 매칭
wertsjo01,124100,Werts,Johnny,key_bbref 직접 매칭
klingjo02,117162,Klinger,Joe,key_bbref 직접 매칭
cockmji01,112438,Cockman,Jim,key_bbref 직접 매칭
simps02,817255,Simpson,,key_bbref 직접 매칭
hollyed01,116091,Holly,Ed,key_bbref 직접 매칭
maglisa01,118140,Maglie,Sal,key_bbref 직접 매칭
bandoch01,110525,Bando,Chris,key_bbref 직접 매칭
phillre01,120515,Phillips,Red,key_bbref 직접 매칭
granian01,701552,Granillo,Andre,key_bbref 직접 매칭
smithpe02,122443,Smith,Pete,key_bbref 직접 매칭
anderbu02,820711,Anderson,Bubbles,key_bbref 직접 매칭
swiglad01,123056,Swigler,Ad,key_bbref 직접 매칭
mccalja99,492661,McCallister,Jack,key_bbref 직접 매칭
petrija01,502593,Petricka,Jake,key_bbref 직접 매칭
mcganam01,118683,McGann,Ambrose,key_bbref 직접 매칭
hallma02,664180,Hall,Matt,key_bbref 직접 매칭
foytapa01,114369,Foytack,Paul,key_bbref 직접 매칭
cepedor01,112157,Cepeda,Orlando,key_bbref 직접 매칭
clarkbo02,112365,Clarke,William,key_bbref 직접 매칭
diazed04,621242,Díaz,Edwin,key_bbref 직접 매칭
boscajc01,400268,Boscán,J. C.,key_bbref 직접 매칭
o'roufr01,120053,O'Rourke,Frank,key_bbref 직접 매칭
lopezni01,670032,Lopez,Nicky,key_bbref 직접 매칭
spencve01,122587,Spencer,Vern,key_bbref 직접 매칭
colemgi01,820032,Coleman,Gilbert,key_bbref 직접 매칭
wrigh05,816468,Wright,,key_bbref 직접 매칭
andrewa01,110274,Andrews,Wally,key_bbref 직접 매칭
farrst01,114017,Farr,Steve,key_bbref 직접 매칭
morrimi01,119411,Morrison,Mike,key_bbref 직접 매칭
gremmed01,115124,Gremminger,Ed,key_bbref 직접 매칭
rayfofl01,120958,Rayford,Floyd,key_bbref 직접 매칭
mejiaal01,622270,Mejia,Alex,key_bbref 직접 매칭
dwyerjo01,113674,Dwyer,John,key_bbref 직접 매칭
mcilrva01,118750,McIlree,Vance,key_bbref 직접 매칭
higgibo01,115912,Higgins,Bob,key_bbref 직접 매칭
lattibi01,117534,Lattimore,Bill,key_bbref 직접 매칭
delahji01,113220,Delahanty,Jim,key_bbref 직접 매칭
scribtr01,644428,Scribner,Troy,key_bbref 직접 매칭
haighed01,115312,Haigh,Ed,key_bbref 직접 매칭
pellaed01,120361,Pellagrini,Eddie,key_bbref 직접 매칭
hackesp01,819240,Hackett,Speedball,key_bbref 직접 매칭
lowebr01,664040,Lowe,Brandon,key_bbref 직접 매칭
scottji02,121935,Scott,John,key_bbref 직접 매칭
rescixa01,121080,Rescigno,Xavier,key_bbref 직접 매칭
wrighal01,124590,Wright,Al,key_bbref 직접 매칭
schmicr01,121840,Schmit,Crazy,key_bbref 직접 매칭
kiekhde01,518883,Kiekhefer,Dean,key_bbref 직접 매칭
weaveji02,124005,Weaver,Jim,key_bbref 직접 매칭
sentest01,122003,Senteney,Steve,key_bbref 직접 매칭
fanweha01,114004,Fanwell,Harry,key_bbref 직접 매칭
junisja01,596001,Junis,Jakob,key_bbref 직접 매칭
nerishe01,593576,Neris,Héctor,key_bbref 직접 매칭
beamal01,110726,Beam,Alex,key_bbref 직접 매칭
ramoswi01,467092,Ramos,Wilson,key_bbref 직접 매칭
reyesjo03,457456,Reyes,Jo-Jo,key_bbref 직접 매칭
ottogl01,657248,Otto,Glenn,key_bbref 직접 매칭
haliced01,115333,Halicki,Ed,key_bbref 직접 매칭
pachejo01,457574,Pacheco,Jordan,key_bbref 직접 매칭
duncajo01,819687,Duncan,Warren,key_bbref 직접 매칭
satinjo01,543744,Satin,Josh,key_bbref 직접 매칭
zeileto01,124755,Zeile,Todd,key_bbref 직접 매칭
schlibi01,121820,Schlitzer,Victor,key_bbref 직접 매칭
milleju02,502522,Miller,Justin,key_bbref 직접 매칭
chaveje01,445926,Chavez,Jesse,key_bbref 직접 매칭
howarch01,116199,Howard,Chris,key_bbref 직접 매칭
castlro01,112126,Castleton,Roy,key_bbref 직접 매칭
clarkbo04,112339,Clark,Bobby,key_bbref 직접 매칭
derripa01,113285,Derringer,Paul,key_bbref 직접 매칭
hayesbr01,451109,Hayes,Brett,key_bbref 직접 매칭
pearcjo01,407870,Pearce,Josh,key_bbref 직접 매칭
goodmhu01,696100,Goodman,Hunter,key_bbref 직접 매칭
lemkema01,117668,Lemke,Mark,key_bbref 직접 매칭
gardn03,819429,Gardner,,key_bbref 직접 매칭
harriri01,115545,Harrison,Rit,key_bbref 직접 매칭
merulma01,118985,Merullo,Matt,key_bbref 직접 매칭
ketchfr01,117029,Ketchum,Fred,key_bbref 직접 매칭
kurosry01,117368,Kurosaki,Ryan,key_bbref 직접 매칭
taylobo02,817020,Taylor,Bob,key_bbref 직접 매칭
rozekdi01,121522,Rozek,Dick,key_bbref 직접 매칭
corrifr01,112703,Corridon,Frank,key_bbref 직접 매칭
nilanto01,119800,Niland,Tom,key_bbref 직접 매칭
healyjo01,115663,Healy,Egyptian,key_bbref 직접 매칭
carrch01,112027,Carr,Charlie,key_bbref 직접 매칭
longlre01,818445,Longley,Red,key_bbref 직접 매칭
reedhu01,120992,Reid,Hugh,key_bbref 직접 매칭
giolilu01,608337,Giolito,Lucas,key_bbref 직접 매칭
shaugsh01,122069,Shaughnessy,Shag,key_bbref 직접 매칭
olivaed02,658668,Olivares,Edward,key_bbref 직접 매칭
brazifr01,111408,Brazill,Frank,key_bbref 직접 매칭
brillfr01,111470,Brill,Frank,key_bbref 직접 매칭
dohened01,113420,Doheny,Ed,key_bbref 직접 매칭
bennesh01,110875,Bennett,Shayne,key_bbref 직접 매칭
gerkege01,114717,Gerken,George,key_bbref 직접 매칭
freemco01,683227,Freeman,Cody,key_bbref 직접 매칭
dailejo01,112994,Dailey,John,key_bbref 직접 매칭
locasti01,641796,Locastro,Tim,key_bbref 직접 매칭
barkean01,406723,Barkett,Andy,key_bbref 직접 매칭
zimmejo02,519455,Zimmermann,Jordan,key_bbref 직접 매칭
sandero02,121675,Sanders,Roy,key_bbref 직접 매칭
beaslje01,676886,Beasley,Jeremy,key_bbref 직접 매칭
cantwto01,111967,Cantwell,Tom,key_bbref 직접 매칭
millsja01,119141,Mills,Jack,key_bbref 직접 매칭
fordha01,695670,Ford,Harry,key_bbref 직접 매칭
lakeed01,117415,Lake,Eddie,key_bbref 직접 매칭
birdky01,613317,Bird,Kyle,key_bbref 직접 매칭
hartmga01,819135,Hartman,Garrell,key_bbref 직접 매칭
whitegu01,124205,Whiteley,Guerdon,key_bbref 직접 매칭
makosfr01,118182,Makosky,Frank,key_bbref 직접 매칭
baptitr01,136270,Baptist,Travis,key_bbref 직접 매칭
macwhke01,118106,MacWhorter,Keith,key_bbref 직접 매칭
herreyo01,506648,Herrera,Yoslán,key_bbref 직접 매칭
kerrjo01,117017,Kerr,John,key_bbref 직접 매칭
clarked01,112321,Clark,Ed,key_bbref 직접 매칭
heatone01,115683,Heaton,Neal,key_bbref 직접 매칭
egberja01,455090,Egbert,Jack,key_bbref 직접 매칭
reidbi01,121028,Reid,Billy,key_bbref 직접 매칭
nevinph01,119732,Nevin,Phil,key_bbref 직접 매칭
whiteja02,124177,White,Jack,key_bbref 직접 매칭
jennith01,820802,Jennings,Thurman,key_bbref 직접 매칭
colemje01,112475,Coleman,Jerry,key_bbref 직접 매칭
laudnti01,117537,Laudner,Tim,key_bbref 직접 매칭
nearshe01,817990,Nears,Henry,key_bbref 직접 매칭
steelji01,122710,Steels,James,key_bbref 직접 매칭
oteroda01,519096,Otero,Dan,key_bbref 직접 매칭
margojo01,118282,Margoneri,Joe,key_bbref 직접 매칭
assadja01,665871,Assad,Javier,key_bbref 직접 매칭
cheadda01,112224,Cheadle,Dave,key_bbref 직접 매칭
johnsad01,407053,Johnson,Adam,key_bbref 직접 매칭
plaweke01,608700,Plawecki,Kevin,key_bbref 직접 매칭
smithda01,122370,Smith,Dave,key_bbref 직접 매칭
barrysh01,110634,Barry,John,key_bbref 직접 매칭
keenaji02,116898,Keenan,Jimmie,key_bbref 직접 매칭
holbeaa01,116058,Holbert,Aaron,key_bbref 직접 매칭
kuheljo01,117356,Kuhel,Joe,key_bbref 직접 매칭
duncafr01,819686,Duncan,Frank,key_bbref 직접 매칭
knoxcl01,117215,Knox,Cliff,key_bbref 직접 매칭
danieja02,113038,Daniels,Jack,key_bbref 직접 매칭
depauju01,451546,De Paula,Julio,key_bbref 직접 매칭
chourja01,694192,Chourio,Jackson,key_bbref 직접 매칭
hovlijo01,116196,Hovlik,Joe,key_bbref 직접 매칭
slusajo01,122330,Slusarski,Joe,key_bbref 직접 매칭
bottari01,111262,Bottalico,Ricky,key_bbref 직접 매칭
campegu01,672569,Campero,Gustavo,key_bbref 직접 매칭
milesji01,119051,Miles,Jim,key_bbref 직접 매칭
ynoara01,501255,Ynoa,Rafael,key_bbref 직접 매칭
dewitsa01,819779,Dewitt,Samuel,key_bbref 직접 매칭
bakerde01,110468,Baker,Del,key_bbref 직접 매칭
chrismi01,112260,Chris,Mike,key_bbref 직접 매칭
despaod01,628333,Despaigne,Odrisamer,key_bbref 직접 매칭
rossdi01,817434,Ross,Dick,key_bbref 직접 매칭
cassaha01,112096,Cassady,Harry,key_bbref 직접 매칭
raglafr01,120887,Ragland,Frank,key_bbref 직접 매칭
mitchda01,119197,Mitchell,Dale,key_bbref 직접 매칭
murakma01,119534,Murakami,Masanori,key_bbref 직접 매칭
wortmch01,124587,Wortman,Chuck,key_bbref 직접 매칭
mcfarho01,118676,McFarland,Howie,key_bbref 직접 매칭
ripleal01,121224,Ripley,Allen,key_bbref 직접 매칭
hudlere01,116258,Hudler,Rex,key_bbref 직접 매칭
carrobr01,448276,Carroll,Brett,key_bbref 직접 매칭
lewalde01,117727,Lewallyn,Dennis,key_bbref 직접 매칭
figuebi01,114115,Figueroa,Bien,key_bbref 직접 매칭
parkecl01,120230,Parker,Clay,key_bbref 직접 매칭
jacobbu02,430944,Jacobsen,Bucky,key_bbref 직접 매칭
harmobo01,115485,Harmon,Bob,key_bbref 직접 매칭
smith18,817226,Smith,,key_bbref 직접 매칭
cruzhe02,112900,Cruz,Henry,key_bbref 직접 매칭
navada01,537953,Nava,Daniel,key_bbref 직접 매칭
tanneje01,123086,Tannehill,Jesse,key_bbref 직접 매칭
greerru01,115114,Greer,Rusty,key_bbref 직접 매칭
glanvdo01,114844,Glanville,Doug,key_bbref 직접 매칭
millijo01,119136,Milligan,John,key_bbref 직접 매칭
schuspa01,572119,Schuster,Patrick,key_bbref 직접 매칭
killied01,117057,Killian,Ed,key_bbref 직접 매칭
turnbde01,276913,Turnbow,Derrick,key_bbref 직접 매칭
hassaal01,572910,Hassan,Alex,key_bbref 직접 매칭
cheekha01,112227,Cheek,Harry,key_bbref 직접 매칭
mclauba01,118791,McLaughlin,Barney,key_bbref 직접 매칭
gonsast01,624427,Gonsalves,Stephen,key_bbref 직접 매칭
collior02,112497,Collier,Orlin,key_bbref 직접 매칭
carmich01,112014,Carmichael,Chet,key_bbref 직접 매칭
grievbe01,115132,Grieve,Ben,key_bbref 직접 매칭
bradiky01,680694,Bradish,Kyle,key_bbref 직접 매칭
mcdanfr01,818244,McDaniel,Fred,key_bbref 직접 매칭
goodwar01,114954,Goodwin,Art,key_bbref 직접 매칭
wallaje01,123862,Wallace,Jeff,key_bbref 직접 매칭
devliji03,113315,Devlin,Jim,key_bbref 직접 매칭
perezge01,120409,Perez,George,key_bbref 직접 매칭
browncl01,111538,Brown,Clint,key_bbref 직접 매칭
winnge01,124457,Winn,George,key_bbref 직접 매칭
narroje01,119655,Narron,Jerry,key_bbref 직접 매칭
greyre01,115127,Grey,Reddy,key_bbref 직접 매칭
walshjo03,123883,Walsh,Joe,key_bbref 직접 매칭
bankhfr01,820606,Bankhead,Fred,key_bbref 직접 매칭
chilepe01,112244,Chiles,Pearce,key_bbref 직접 매칭
cabreos01,665828,Cabrera,Oswaldo,key_bbref 직접 매칭
humphmi01,116310,Humphreys,Mike,key_bbref 직접 매칭
agostju01,110088,Agosto,Juan,key_bbref 직접 매칭
o'leatr01,119975,O'Leary,Troy,key_bbref 직접 매칭
youngru01,124713,Young,Russ,key_bbref 직접 매칭
wrighzo01,816459,Wright,Zollie,key_bbref 직접 매칭
sommepe01,122532,Sommers,Andy,key_bbref 직접 매칭
stidhph01,122790,Stidham,Phil,key_bbref 직접 매칭
roberna01,425146,Robertson,Nate,key_bbref 직접 매칭
cowgico01,518577,Cowgill,Collin,key_bbref 직접 매칭
ormecl01,817918,Orme,Clarence,key_bbref 직접 매칭
lynchda01,118033,Lynch,Danny,key_bbref 직접 매칭
wrighge02,124593,Wright,Gene,key_bbref 직접 매칭
bonneba01,111201,Bonnell,Barry,key_bbref 직접 매칭
boltoce01,111181,Bolton,Cecil,key_bbref 직접 매칭
krausja01,117295,Kraus,Jack,key_bbref 직접 매칭
tsutsyo01,660294,Tsutsugo,Yoshi,key_bbref 직접 매칭
schneje01,121847,Schneider,Jeff,key_bbref 직접 매칭
lopezal01,117914,Lopez,Al,key_bbref 직접 매칭
daleype01,113009,Daley,Pete,key_bbref 직접 매칭
davisdo02,150277,Davis,Doug,key_bbref 직접 매칭
hardilo02,115458,Harting,Jumbo,key_bbref 직접 매칭
herrnjo01,115855,Herrnstein,John,key_bbref 직접 매칭
adamssp02,110066,Adams,Spencer,key_bbref 직접 매칭
schrepa01,121865,Schreiber,Paul,key_bbref 직접 매칭
waltebe01,123891,Walter,Bernie,key_bbref 직접 매칭
bendech01,110850,Bender,Charles,key_bbref 직접 매칭
fultobi01,114489,Fulton,Bill,key_bbref 직접 매칭
actonga01,670183,Acton,Garrett,key_bbref 직접 매칭
downssc01,275933,Downs,Scott,key_bbref 직접 매칭
thompha03,816950,Thompson,Harold,key_bbref 직접 매칭
buentja01,502055,Buente,Jay,key_bbref 직접 매칭
roberco01,452075,Robertson,Connor,key_bbref 직접 매칭
spansbi01,122561,Spanswick,Bill,key_bbref 직접 매칭
mcgrima01,118732,McGrillis,Mark,key_bbref 직접 매칭
clackbo01,112303,Clack,Bobby,key_bbref 직접 매칭
grassmi01,115052,Grasso,Mickey,key_bbref 직접 매칭
cregape01,112818,Cregan,Pete,key_bbref 직접 매칭
bowieji01,111295,Bowie,Jim,key_bbref 직접 매칭
barnebr02,488681,Barnes,Brandon,key_bbref 직접 매칭
mcivoot01,118759,McIvor,Otto,key_bbref 직접 매칭
bouchme01,111271,Boucher,Medric,key_bbref 직접 매칭
hayesvo01,115646,Hayes,Von,key_bbref 직접 매칭
wallere01,123869,Waller,Red,key_bbref 직접 매칭
goarjo01,114878,Goar,Jot,key_bbref 직접 매칭
landera01,117450,Landestoy,Rafael,key_bbref 직접 매칭
alfarja01,430898,Alfaro,Jason,key_bbref 직접 매칭
perezda01,120406,Perez,Danny,key_bbref 직접 매칭
weavero01,124010,Weaver,Roger,key_bbref 직접 매칭
eischjo01,113784,Eischen,Joey,key_bbref 직접 매칭
irwinwa01,116410,Irwin,Walt,key_bbref 직접 매칭
tisinja01,123361,Tising,Jack,key_bbref 직접 매칭
mullijo02,119499,Mulligan,Joe,key_bbref 직접 매칭
wittbo02,677951,Witt,Bobby,key_bbref 직접 매칭
dunbave01,819692,Dunbar,Vet,key_bbref 직접 매칭
lowrije01,476704,Lowrie,Jed,key_bbref 직접 매칭
graymi01,115069,Gray,Milt,key_bbref 직접 매칭
davieje01,113092,Davie,Jerry,key_bbref 직접 매칭
langdo01,117470,Lang,Don,key_bbref 직접 매칭
counscr01,112736,Counsell,Craig,key_bbref 직접 매칭
boteda01,623520,Bote,David,key_bbref 직접 매칭
dozied.01,113536,Dozier,D. J.,key_bbref 직접 매칭
claibpr01,502011,Claiborne,Preston,key_bbref 직접 매칭
murrato02,119577,Murray,Tony,key_bbref 직접 매칭
rodrijo09,679563,Rodriguez,José,key_bbref 직접 매칭
willich01,124292,Williams,Charlie,key_bbref 직접 매칭
hershor01,115861,Hershiser,Orel,key_bbref 직접 매칭
hriniwa01,116244,Hriniak,Walt,key_bbref 직접 매칭
mcnaugo01,118849,McNaughton,Gordon,key_bbref 직접 매칭
mercema01,118965,Mercer,Mark,key_bbref 직접 매칭
turnbsp01,605513,Turnbull,Spencer,key_bbref 직접 매칭
squirmi01,122628,Squires,Mike,key_bbref 직접 매칭
stegmda01,122716,Stegman,Dave,key_bbref 직접 매칭
carrle01,112029,Carr,Lew,key_bbref 직접 매칭
pedrial01,120349,Pedrique,Al,key_bbref 직접 매칭
shepara01,122124,Shepardson,Ray,key_bbref 직접 매칭
denniry01,572810,Dennick,Ryan,key_bbref 직접 매칭
maddefr01,118108,Madden,Frank,key_bbref 직접 매칭
bartobo01,110648,Barton,Bob,key_bbref 직접 매칭
riddldo01,121191,Riddlemoser,Dorsey,key_bbref 직접 매칭
johnsni01,276376,Johnson,Nick,key_bbref 직접 매칭
dillopa01,113372,Dillon,Packy,key_bbref 직접 매칭
danksjo02,458668,Danks,Jordan,key_bbref 직접 매칭
kelsobi01,116965,Kelso,Bill,key_bbref 직접 매칭
sprigge01,122615,Spriggs,George,key_bbref 직접 매칭
martyjo01,118385,Marty,Joe,key_bbref 직접 매칭
winkeje01,608385,Winker,Jesse,key_bbref 직접 매칭
zannido01,124742,Zanni,Dom,key_bbref 직접 매칭
melilke01,448590,Melillo,Kevin,key_bbref 직접 매칭
keaglgr01,116871,Keagle,Greg,key_bbref 직접 매칭
adamsma01,571431,Adams,Matt,key_bbref 직접 매칭
grossga01,408212,Gross,Gabe,key_bbref 직접 매칭
picca01,817743,Piccard,,key_bbref 직접 매칭
priceda01,456034,Price,David,key_bbref 직접 매칭
zauchno01,124747,Zauchin,Norm,key_bbref 직접 매칭
washija01,816716,Washington,Jasper,key_bbref 직접 매칭
martitr01,694680,Martin,Trevor,key_bbref 직접 매칭
lopezhe01,117918,López,Héctor,key_bbref 직접 매칭
daviswi01,113145,Davis,Wiley,key_bbref 직접 매칭
gutieri01,115263,Gutiérrez,Ricky,key_bbref 직접 매칭
davisbi01,113097,Davis,Bill,key_bbref 직접 매칭
woodwch01,218595,Woodward,Chris,key_bbref 직접 매칭
helfrty01,115726,Helfrich,Ty,key_bbref 직접 매칭
murphdw01,119551,Murphy,Dwayne,key_bbref 직접 매칭
tylerky01,667725,Tyler,Kyle,key_bbref 직접 매칭
harribo02,115542,Harrison,Bob,key_bbref 직접 매칭
stins02,817083,Stinson,Frank,key_bbref 직접 매칭
wisdopa01,621550,Wisdom,Patrick,key_bbref 직접 매칭
hudsoky01,543340,Hudson,Kyle,key_bbref 직접 매칭
delanar01,113225,Delaney,Art,key_bbref 직접 매칭
greengr01,502205,Green,Grant,key_bbref 직접 매칭
cordoma01,112682,Cordova,Marty,key_bbref 직접 매칭
charlre01,820101,Charleston,Red,key_bbref 직접 매칭
marenle01,118281,Marentette,Leo,key_bbref 직접 매칭
rodriro02,121364,Rodríguez,Rosario,key_bbref 직접 매칭
hoggbi01,116050,Hogg,Bill,key_bbref 직접 매칭
kreidry01,668952,Kreidler,Ryan,key_bbref 직접 매칭
sittibr01,670087,Sittinger,Brandyn,key_bbref 직접 매칭
smithpe01,122444,Smith,Pete,key_bbref 직접 매칭
cormirh01,112690,Cormier,Rheal,key_bbref 직접 매칭
pennywi01,120387,Pennyfeather,Will,key_bbref 직접 매칭
brownto01,111595,Brown,Tom,key_bbref 직접 매칭
bolaned01,111167,Boland,Ed,key_bbref 직접 매칭
marqubr01,666622,Márquez,Brailyn,key_bbref 직접 매칭
schacal01,121754,Schacht,Al,key_bbref 직접 매칭
stinsjo01,502139,Stinson,Josh,key_bbref 직접 매칭
dunnemi01,113642,Dunne,Mike,key_bbref 직접 매칭
ciprifr01,112296,Cipriani,Frank,key_bbref 직접 매칭
burrojo01,111774,Burrows,John,key_bbref 직접 매칭
criscda01,112830,Criscione,Dave,key_bbref 직접 매칭
morilju01,434623,Morillo,Juan,key_bbref 직접 매칭
larosjo01,117511,LaRose,John,key_bbref 직접 매칭
crochga01,676979,Crochet,Garrett,key_bbref 직접 매칭
