game_pk,season,game_date,league,home_team,away_team,home_strength,away_strength,home_sp_era,away_sp_era,home_rest,away_rest,home_last10,away_last10,y_home_win
717197,2023,2023-07-30,mlb,SFG,BOS,41.21396826950983,47.295496550395896,4.66,3.2,0.0,0.0,0.3333333333333333,0.6,1.0
717194,2023,2023-07-30,mlb,LAD,CIN,52.881054097750265,44.78260134821402,6.13,4.76,0.0,0.0,0.5,0.7,0.0
717193,2023,2023-07-30,mlb,ARI,SEA,46.61703093617329,49.02919211539274,3.29,3.34,0.0,0.0,0.3,0.6,0.0
717191,2023,2023-07-30,mlb,SDP,TEX,47.896637273871,53.49300527607529,2.25,5.3,0.0,0.0,0.6,0.4,1.0
717200,2023,2023-07-30,mlb,BAL,NYY,48.236146371587125,43.555057943600616,4.12,6.65,0.0,0.0,0.6,0.5,1.0
717189,2023,2023-07-31,mlb,MIA,PHI,44.96868169547329,52.042264664363394,4.24,4.38,0.0,0.0,0.4,0.4,0.0
717185,2023,2023-07-31,mlb,NYY,TBR,43.555057943600616,50.04796368550927,4.28,3.53,0.0,0.0,0.5,0.4,0.0
717192,2023,2023-07-31,mlb,WSN,MIL,40.88283012079975,44.26372698544554,4.61,3.39,0.0,0.0,0.6,0.4,1.0
717186,2023,2023-07-31,mlb,TOR,BAL,48.81365443114781,48.236146371587125,3.6,4.73,0.0,0.0,0.6,0.6,0.0
717187,2023,2023-07-31,mlb,ATL,LAA,63.847983611293685,44.88797413928977,3.64,3.96,0.0,0.0,0.6,0.6666666666666666,0.0
717188,2023,2023-07-31,mlb,CHC,CIN,49.69176903948828,44.78260134821402,3.95,3.87,0.0,0.0,0.8,0.7,0.0
717196,2023,2023-07-30,mlb,HOU,TBR,52.26159782076136,50.04796368550927,3.83,4.1,0.0,0.0,0.7,0.3,0.0
717202,2023,2023-07-30,mlb,MIA,DET,44.96868169547329,41.6807004965427,3.58,2.8,0.0,0.0,0.3,0.375,1.0
717203,2023,2023-07-30,mlb,NYM,WSN,46.1675921482945,40.88283012079975,3.22,5.55,0.0,0.0,0.5,0.6,1.0
717206,2023,2023-07-30,mlb,ATL,MIL,63.847983611293685,44.26372698544554,4.26,4.55,0.0,0.0,0.5,0.5,1.0
717218,2023,2023-07-29,mlb,MIA,DET,44.96868169547329,41.6807004965427,6.02,3.6,0.0,0.0,0.3,0.375,0.0
717216,2023,2023-07-29,mlb,PIT,PHI,41.66652411136119,52.042264664363394,7.74,4.46,0.0,0.0,0.4,0.5,1.0
717215,2023,2023-07-29,mlb,NYM,WSN,46.1675921482945,40.88283012079975,6.8,5.2,0.0,0.0,0.6,0.5,0.0
717207,2023,2023-07-29,mlb,KCR,MIN,41.450972950495625,46.9927878392028,6.28,3.43,0.0,0.0,0.3,0.6,1.0
717217,2023,2023-07-29,mlb,CHW,CLE,37.820530657144026,39.04999341574157,3.77,3.81,0.0,0.0,0.2,0.6,1.0
717221,2023,2023-07-29,mlb,SFG,BOS,41.21396826950983,47.295496550395896,3.23,4.5,0.0,0.0,0.3333333333333333,0.7,1.0
717213,2023,2023-07-29,mlb,STL,CHC,45.332448715953014,49.69176903948828,7.4,4.84,0.0,0.0,0.4,0.9,0.0
717179,2023,2023-07-31,mlb,COL,SDP,40.803785600090585,47.896637273871,5.5,3.57,0.0,0.0,0.4,0.6,1.0
717214,2023,2023-07-29,mlb,HOU,TBR,52.26159782076136,50.04796368550927,5.09,5.59,0.0,0.0,0.6,0.3,1.0
717211,2023,2023-07-29,mlb,ATL,MIL,63.847983611293685,44.26372698544554,3.81,4.4,0.0,0.0,0.4,0.5,1.0
717212,2023,2023-07-29,mlb,COL,ATH,40.803785600090585,36.13080527686773,6.86,4.43,0.0,0.0,0.5,0.4,0.0
717210,2023,2023-07-29,mlb,ARI,SEA,46.61703093617329,49.02919211539274,5.72,4.21,0.0,0.0,0.3,0.6,1.0
717209,2023,2023-07-29,mlb,SDP,TEX,47.896637273871,53.49300527607529,4.56,4.45,0.0,0.0,0.6,0.5,1.0
717205,2023,2023-07-29,mlb,LAD,CIN,52.881054097750265,44.78260134821402,4.92,6.4,0.0,0.0,0.5,0.7,1.0
717201,2023,2023-07-30,mlb,TOR,LAA,48.81365443114781,44.88797413928977,3.65,5.43,0.0,0.0,0.6,0.6666666666666666,0.0
717208,2023,2023-07-30,mlb,PIT,PHI,41.66652411136119,52.042264664363394,5.41,3.44,0.0,0.0,0.5,0.4,1.0
717219,2023,2023-07-29,mlb,BAL,NYY,48.236146371587125,43.555057943600616,3.64,4.64,0.0,0.0,0.6,0.4,0.0
717110,2023,2023-08-06,mlb,NYY,HOU,43.555057943600616,52.26159782076136,6.85,5.29,0.0,0.0,0.5,0.5,0.0
717104,2023,2023-08-06,mlb,CIN,WSN,44.78260134821402,40.88283012079975,8.64,4.61,0.0,0.0,0.3,0.6,0.0
717103,2023,2023-08-06,mlb,DET,TBR,41.6807004965427,50.04796368550927,3.58,6.41,0.0,0.0,0.3333333333333333,0.6,0.0
717011,2023,2023-08-13,mlb,MIA,NYY,44.96868169547329,43.555057943600616,3.15,2.63,0.0,0.0,0.4,0.5,1.0
717004,2023,2023-08-13,mlb,HOU,LAA,52.26159782076136,44.88797413928977,5.29,3.96,0.0,0.0,0.7,0.2,0.0
717006,2023,2023-08-13,mlb,CHW,MIL,37.820530657144026,44.26372698544554,4.58,3.86,0.0,0.0,0.4,0.6,0.0
717008,2023,2023-08-13,mlb,SFG,TEX,41.21396826950983,53.49300527607529,3.25,3.7,0.0,0.0,0.4,0.9,1.0
717007,2023,2023-08-13,mlb,LAD,COL,52.881054097750265,40.803785600090585,4.6,5.03,0.0,0.0,0.9,0.3,1.0
717003,2023,2023-08-13,mlb,ARI,SDP,46.61703093617329,47.896637273871,5.72,3.57,0.0,0.0,0.1,0.4,1.0
717005,2023,2023-08-13,mlb,SEA,BAL,49.02919211539274,48.236146371587125,4.32,2.83,0.0,0.0,0.8,0.6,0.0
717013,2023,2023-08-13,mlb,NYM,ATL,46.1675921482945,63.847983611293685,2.98,5.4,0.0,0.0,0.2222222222222222,0.5555555555555556,1.0
717000,2023,2023-08-14,mlb,MIA,HOU,44.96868169547329,52.26159782076136,3.66,3.45,0.0,0.0,0.4,0.6,1.0
717002,2023,2023-08-14,mlb,NYM,PIT,46.1675921482945,41.66652411136119,6.8,7.74,0.0,0.0,0.3333333333333333,0.5555555555555556,1.0
717001,2023,2023-08-14,mlb,ATL,NYY,63.847983611293685,43.555057943600616,2.55,4.64,0.0,0.0,0.4444444444444444,0.4,1.0
716995,2023,2023-08-14,mlb,STL,ATH,45.332448715953014,36.13080527686773,4.78,4.54,1.0,0.0,0.5,0.3,1.0
716997,2023,2023-08-14,mlb,TEX,LAA,53.49300527607529,44.88797413928977,3.77,4.11,0.0,0.0,0.8,0.3,1.0
716994,2023,2023-08-14,mlb,KCR,SEA,41.450972950495625,49.02919211539274,5.52,3.73,1.0,0.0,0.4,0.8,1.0
716998,2023,2023-08-14,mlb,COL,ARI,40.803785600090585,46.61703093617329,6.86,3.29,0.0,0.0,0.3,0.2,1.0
717010,2023,2023-08-13,mlb,TBR,CLE,50.04796368550927,39.04999341574157,3.5,2.98,0.0,0.0,0.6,0.3,0.0
716996,2023,2023-08-14,mlb,SDP,BAL,47.896637273871,48.236146371587125,4.56,4.35,0.0,0.0,0.3,0.7,0.0
717012,2023,2023-08-13,mlb,TOR,CHC,48.81365443114781,49.69176903948828,3.46,4.84,0.0,0.0,0.5,0.7,1.0
717024,2023,2023-08-12,mlb,TBR,CLE,50.04796368550927,39.04999341574157,1.38,3.29,0.0,0.0,0.6,0.3,1.0
717025,2023,2023-08-12,mlb,MIA,NYY,44.96868169547329,43.555057943600616,4.14,2.75,0.0,0.0,0.3,0.5,1.0
717028,2023,2023-08-12,mlb,PHI,MIN,52.042264664363394,46.9927878392028,4.38,3.66,0.0,0.0,0.7777777777777778,0.5,0.0
717030,2023,2023-08-12,mlb,WSN,ATH,40.88283012079975,36.13080527686773,4.61,5.42,0.0,0.0,0.5555555555555556,0.3,1.0
717019,2023,2023-08-12,mlb,KCR,STL,41.450972950495625,45.332448715953014,3.47,3.86,0.0,0.0,0.5,0.4,0.0
717022,2023,2023-08-12,mlb,HOU,LAA,52.26159782076136,44.88797413928977,3.83,5.43,0.0,0.0,0.7,0.2,1.0
717023,2023,2023-08-12,mlb,CHW,MIL,37.820530657144026,44.26372698544554,5.29,2.28,0.0,0.0,0.4,0.6,0.0
717020,2023,2023-08-12,mlb,ARI,SDP,46.61703093617329,47.896637273871,3.47,5.41,0.0,0.0,0.1,0.4,1.0
717029,2023,2023-08-12,mlb,SFG,TEX,41.21396826950983,53.49300527607529,3.87,4.15,0.0,0.0,0.4,0.9,0.0
717017,2023,2023-08-12,mlb,LAD,COL,52.881054097750265,40.803785600090585,4.98,5.36,0.0,0.0,0.9,0.3,1.0
717018,2023,2023-08-12,mlb,SEA,BAL,49.02919211539274,48.236146371587125,3.35,4.42,0.0,0.0,0.9,0.6,0.0
717027,2023,2023-08-13,mlb,PIT,CIN,41.66652411136119,44.78260134821402,4.99,4.46,1.0,1.0,0.4,0.2,
717014,2023,2023-08-13,mlb,BOS,DET,47.295496550395896,41.6807004965427,4.04,3.3,0.0,0.0,0.4,0.6,1.0
717016,2023,2023-08-13,mlb,WSN,ATH,40.88283012079975,36.13080527686773,5.55,5.36,0.0,0.0,0.6666666666666666,0.3,1.0
717015,2023,2023-08-13,mlb,PIT,CIN,41.66652411136119,44.78260134821402,4.21,4.46,0.0,0.0,0.4444444444444444,0.2222222222222222,1.0
717009,2023,2023-08-13,mlb,PHI,MIN,52.042264664363394,46.9927878392028,4.18,2.79,0.0,0.0,0.7777777777777778,0.6,0.0
716999,2023,2023-08-14,mlb,SFG,TBR,41.21396826950983,50.04796368550927,3.23,3.53,0.0,0.0,0.4,0.5,0.0
716992,2023,2023-08-15,mlb,CIN,CLE,44.78260134821402,39.04999341574157,4.76,3.81,1.0,1.0,0.2222222222222222,0.4,0.0
716991,2023,2023-08-15,mlb,MIA,HOU,44.96868169547329,52.26159782076136,6.02,4.56,0.0,0.0,0.5,0.6,0.0
716982,2023,2023-08-16,mlb,WSN,BOS,40.88283012079975,47.295496550395896,4.42,4.5,0.0,0.0,0.5555555555555556,0.6,1.0
716967,2023,2023-08-16,mlb,TOR,PHI,48.81365443114781,52.042264664363394,3.16,4.46,0.0,0.0,0.6,0.6666666666666666,0.0
716970,2023,2023-08-16,mlb,ATL,NYY,63.847983611293685,43.555057943600616,3.64,2.87,0.0,0.0,0.6666666666666666,0.3,1.0
716971,2023,2023-08-16,mlb,TEX,LAA,53.49300527607529,44.88797413928977,4.12,4.48,0.0,0.0,0.8,0.3,0.0
716968,2023,2023-08-16,mlb,CHC,CHW,49.69176903948828,37.820530657144026,3.05,3.77,0.0,0.0,0.5,0.5,1.0
716963,2023,2023-08-16,mlb,KCR,SEA,41.450972950495625,49.02919211539274,4.63,3.34,0.0,0.0,0.3,0.7,0.0
716965,2023,2023-08-16,mlb,SDP,BAL,47.896637273871,48.236146371587125,2.25,4.12,0.0,0.0,0.3,0.6,1.0
716962,2023,2023-08-16,mlb,LAD,MIL,52.881054097750265,44.26372698544554,2.46,3.14,0.0,0.0,0.9,0.6,1.0
