game_pk,season,game_date,league,home_team,away_team,home_strength,away_strength,home_sp_era,away_sp_era,home_rest,away_rest,home_last10,away_last10,y_home_win
24453,2020,2020-08-05,NL,PHI,NYA,0.467,0.55,,,2,2,0.25,0.8889,1
24454,2020,2020-08-05,NL,PHI,NYA,0.467,0.55,,,0,0,0.4,0.8,0
24455,2020,2020-08-05,NL,PIT,MIN,0.317,0.6,,,1,1,0.2,0.8,0
24456,2020,2020-08-05,NL,SDN,LAN,0.617,0.717,,,1,1,0.5,0.6,0
24457,2020,2020-08-05,AL,SEA,LAA,0.45,0.433,,,1,1,0.4,0.4,1
24458,2020,2020-08-05,AL,TBA,BOS,0.667,0.4,,,1,1,0.5,0.2,0
24459,2020,2020-08-05,NL,WAS,NYN,0.433,0.433,,,1,1,0.5,0.3,0
24460,2020,2020-08-06,NL,ARI,HOU,0.417,0.483,,,1,1,0.4,0.5,1
24461,2020,2020-08-06,NL,ATL,TOR,0.583,0.533,,,1,1,0.6,0.4444,1
24462,2020,2020-08-06,AL,BAL,MIA,0.417,0.517,,,1,1,0.5,0.8333,0
24463,2020,2020-08-06,AL,CHA,MIL,0.583,0.483,,,1,1,0.6,0.4444,0
24464,2020,2020-08-06,AL,CLE,CIN,0.583,0.517,,,1,1,0.5,0.4,1
24465,2020,2020-08-06,NL,COL,SFN,0.433,0.483,,,1,1,0.8,0.5,1
24466,2020,2020-08-06,AL,KCA,CHN,0.433,0.567,,,1,1,0.2,0.9,1
24467,2020,2020-08-06,AL,ATH,TEX,0.6,0.367,,,1,1,0.7,0.3,1
24468,2020,2020-08-06,NL,PHI,NYA,0.467,0.55,,,1,1,0.3333,0.8,1
24469,2020,2020-08-06,NL,PIT,MIN,0.317,0.6,,,1,1,0.2,0.9,1
24470,2020,2020-08-06,AL,SEA,LAA,0.45,0.433,,,1,1,0.4,0.3,0
24471,2020,2020-08-07,AL,BOS,TOR,0.4,0.533,,,2,1,0.3,0.4,1
24472,2020,2020-08-07,AL,CHA,CLE,0.583,0.583,,,1,1,0.6,0.5,1
24473,2020,2020-08-07,AL,KCA,MIN,0.433,0.6,,,1,1,0.2,0.8,1
24474,2020,2020-08-07,NL,LAN,SFN,0.717,0.483,,,2,1,0.7,0.4,1
24475,2020,2020-08-07,NL,MIL,CIN,0.483,0.517,,,1,1,0.5,0.4,0
24476,2020,2020-08-07,NL,NYN,MIA,0.433,0.517,,,2,1,0.4,0.8571,0
24477,2020,2020-08-07,AL,ATH,HOU,0.6,0.483,,,1,1,0.7,0.4,1
24478,2020,2020-08-07,NL,PIT,DET,0.317,0.397,,,1,5,0.2,0.5,0
24479,2020,2020-08-07,NL,SDN,ARI,0.617,0.417,,,2,1,0.5,0.4,1
24480,2020,2020-08-07,AL,SEA,COL,0.45,0.433,,,1,1,0.4,0.8,0
24481,2020,2020-08-07,AL,TBA,NYA,0.667,0.55,,,2,1,0.4,0.8,1
24482,2020,2020-08-07,AL,TEX,LAA,0.367,0.433,,,1,1,0.2,0.4,1
24483,2020,2020-08-07,NL,WAS,BAL,0.433,0.417,,,2,1,0.4444,0.4,0
24484,2020,2020-08-08,AL,BOS,TOR,0.4,0.533,,,1,1,0.4,0.3,0
24485,2020,2020-08-08,AL,CHA,CLE,0.583,0.583,,,1,1,0.7,0.4,0
24486,2020,2020-08-08,AL,KCA,MIN,0.433,0.6,,,1,1,0.3,0.7,1
24487,2020,2020-08-08,NL,LAN,SFN,0.717,0.483,,,1,1,0.8,0.4,0
24488,2020,2020-08-08,NL,MIL,CIN,0.483,0.517,,,1,1,0.5,0.5,0
24489,2020,2020-08-08,NL,NYN,MIA,0.433,0.517,,,1,1,0.3,0.875,1
24490,2020,2020-08-08,AL,ATH,HOU,0.6,0.483,,,1,1,0.7,0.4,1
24491,2020,2020-08-08,NL,PHI,ATL,0.467,0.583,,,2,2,0.4286,0.7,1
24492,2020,2020-08-08,NL,PIT,DET,0.317,0.397,,,1,1,0.2,0.6,0
24493,2020,2020-08-08,NL,SDN,ARI,0.617,0.417,,,1,1,0.5,0.4,0
24494,2020,2020-08-08,AL,SEA,COL,0.45,0.433,,,1,1,0.4,0.8,0
24495,2020,2020-08-08,AL,TBA,NYA,0.667,0.55,,,1,1,0.4,0.7,0
24496,2020,2020-08-08,AL,TBA,NYA,0.667,0.55,,,0,0,0.3,0.7,1
24497,2020,2020-08-08,AL,TEX,LAA,0.367,0.433,,,1,1,0.3,0.4,1
24498,2020,2020-08-08,NL,WAS,BAL,0.433,0.417,,,1,1,0.4,0.4,0
24499,2020,2020-08-09,AL,BOS,TOR,0.4,0.533,,,1,1,0.4,0.4,1
24500,2020,2020-08-09,AL,CHA,CLE,0.583,0.583,,,1,1,0.7,0.5,0
24501,2020,2020-08-09,AL,KCA,MIN,0.433,0.6,,,1,1,0.4,0.6,1
24502,2020,2020-08-09,NL,LAN,SFN,0.717,0.483,,,1,1,0.7,0.4,1
24503,2020,2020-08-09,NL,MIL,CIN,0.483,0.517,,,1,1,0.4,0.6,1
24504,2020,2020-08-09,NL,NYN,MIA,0.433,0.517,,,1,1,0.3,0.7778,1
24505,2020,2020-08-09,AL,ATH,HOU,0.6,0.483,,,1,1,0.8,0.3,1
24506,2020,2020-08-09,NL,PHI,ATL,0.467,0.583,,,1,1,0.5,0.7,0
24507,2020,2020-08-09,NL,PHI,ATL,0.467,0.583,,,0,0,0.4444,0.7,0
24508,2020,2020-08-09,NL,PIT,DET,0.317,0.397,,,1,1,0.1,0.6,0
24509,2020,2020-08-09,NL,SDN,ARI,0.617,0.417,,,1,1,0.4,0.4,1
24510,2020,2020-08-09,AL,SEA,COL,0.45,0.433,,,1,1,0.3,0.8,1
24511,2020,2020-08-09,AL,TBA,NYA,0.667,0.55,,,1,1,0.3,0.6,1
24512,2020,2020-08-09,AL,TEX,LAA,0.367,0.433,,,1,1,0.4,0.3,1
24513,2020,2020-08-09,NL,WAS,BAL,0.433,0.417,,,1,1,0.4,0.5,0
24514,2020,2020-08-10,AL,LAA,ATH,0.433,0.6,,,1,1,0.3,0.9,1
24515,2020,2020-08-10,AL,BOS,TBA,0.4,0.667,,,1,1,0.5,0.4,0
24516,2020,2020-08-10,NL,COL,ARI,0.433,0.417,,,1,1,0.7,0.4,0
24517,2020,2020-08-10,AL,DET,CHA,0.397,0.583,,,1,1,0.6,0.6,1
24518,2020,2020-08-10,AL,HOU,SFN,0.483,0.483,,,1,1,0.3,0.4,1
24519,2020,2020-08-10,NL,LAN,SDN,0.717,0.617,,,1,1,0.7,0.5,0
24520,2020,2020-08-10,NL,MIL,MIN,0.483,0.6,,,1,1,0.5,0.6,0
24521,2020,2020-08-10,NL,NYN,WAS,0.433,0.433,,,1,1,0.4,0.3,0
24522,2020,2020-08-10,NL,PHI,ATL,0.467,0.583,,,1,1,0.4,0.7,1
24523,2020,2020-08-10,AL,TEX,SEA,0.367,0.45,,,1,1,0.5,0.3,0
24524,2020,2020-08-11,AL,LAA,ATH,0.433,0.6,,,1,1,0.4,0.9,1
24525,2020,2020-08-11,AL,BOS,TBA,0.4,0.667,,,1,1,0.4,0.5,0
24526,2020,2020-08-11,NL,CIN,KCA,0.517,0.433,,,2,2,0.5,0.4,1
24527,2020,2020-08-11,AL,CLE,CHN,0.583,0.567,,,2,5,0.5,0.8,0
24528,2020,2020-08-11,NL,COL,ARI,0.433,0.417,,,1,1,0.7,0.5,1
24529,2020,2020-08-11,AL,DET,CHA,0.397,0.583,,,1,1,0.7,0.5,0
24530,2020,2020-08-11,AL,HOU,SFN,0.483,0.483,,,1,1,0.4,0.3,0
24531,2020,2020-08-11,NL,LAN,SDN,0.717,0.617,,,1,1,0.6,0.5,0
24532,2020,2020-08-11,NL,MIL,MIN,0.483,0.6,,,1,1,0.4,0.6,1
24533,2020,2020-08-11,AL,NYA,ATL,0.55,0.583,,,2,1,0.5,0.6,1
24534,2020,2020-08-11,NL,NYN,WAS,0.433,0.433,,,1,1,0.4,0.4,0
24535,2020,2020-08-11,NL,PHI,BAL,0.467,0.417,,,1,2,0.5,0.6,0
24536,2020,2020-08-11,AL,TEX,SEA,0.367,0.45,,,1,1,0.4,0.3,1
24537,2020,2020-08-11,AL,TOR,MIA,0.533,0.517,,,2,2,0.4,0.7,1
24538,2020,2020-08-12,AL,LAA,ATH,0.433,0.6,,,1,1,0.5,0.8,0
24539,2020,2020-08-12,AL,BOS,TBA,0.4,0.667,,,1,1,0.3,0.6,0
24540,2020,2020-08-12,NL,CIN,KCA,0.517,0.433,,,1,1,0.6,0.4,0
24541,2020,2020-08-12,AL,CLE,CHN,0.583,0.567,,,1,1,0.5,0.8,0
24542,2020,2020-08-12,NL,COL,ARI,0.433,0.417,,,1,1,0.7,0.4,0
24543,2020,2020-08-12,AL,DET,CHA,0.397,0.583,,,1,1,0.6,0.5,0
24544,2020,2020-08-12,AL,HOU,SFN,0.483,0.483,,,1,1,0.3,0.3,1
24545,2020,2020-08-12,NL,LAN,SDN,0.717,0.617,,,1,1,0.6,0.5,1
24546,2020,2020-08-12,NL,MIL,MIN,0.483,0.6,,,1,1,0.5,0.5,0
24547,2020,2020-08-12,AL,NYA,ATL,0.55,0.583,,,1,1,0.5,0.5,1
24548,2020,2020-08-12,NL,NYN,WAS,0.433,0.433,,,1,1,0.4,0.5,1
24549,2020,2020-08-12,NL,PHI,BAL,0.467,0.417,,,1,1,0.4,0.6,0
24550,2020,2020-08-12,AL,TEX,SEA,0.367,0.45,,,1,1,0.5,0.3,1
24551,2020,2020-08-12,AL,TOR,MIA,0.533,0.517,,,1,1,0.4,0.6,0
24552,2020,2020-08-13,AL,BOS,TBA,0.4,0.667,,,1,1,0.3,0.7,0
24553,2020,2020-08-13,NL,CHN,MIL,0.567,0.483,,,1,1,0.8,0.4,1
24554,2020,2020-08-13,NL,CIN,PIT,0.517,0.317,,,1,4,0.5,0.1,0
24555,2020,2020-08-13,NL,LAN,SDN,0.717,0.617,,,1,1,0.6,0.5,1
24556,2020,2020-08-13,NL,NYN,WAS,0.433,0.433,,,1,1,0.5,0.5,1
24557,2020,2020-08-13,NL,PHI,BAL,0.467,0.417,,,1,1,0.4,0.6,0
24558,2020,2020-08-14,AL,LAA,LAN,0.433,0.717,,,2,1,0.4,0.6,0
24559,2020,2020-08-14,NL,ARI,SDN,0.417,0.617,,,2,1,0.5,0.5,1
24560,2020,2020-08-14,AL,BAL,WAS,0.417,0.433,,,1,1,0.6,0.4,0
24561,2020,2020-08-14,NL,CHN,MIL,0.567,0.483,,,1,1,0.9,0.4,0
24562,2020,2020-08-14,NL,CIN,PIT,0.517,0.317,,,1,1,0.4,0.2,1
24563,2020,2020-08-14,NL,COL,TEX,0.433,0.367,,,2,2,0.6,0.6,0
24564,2020,2020-08-14,AL,DET,CLE,0.397,0.583,,,2,2,0.5,0.5,0
24565,2020,2020-08-14,AL,HOU,SEA,0.483,0.45,,,2,2,0.4,0.3,1
24566,2020,2020-08-14,NL,MIA,ATL,0.517,0.583,,,2,2,0.7,0.4,1
24567,2020,2020-08-14,AL,NYA,BOS,0.55,0.4,,,2,1,0.5,0.3,1
24568,2020,2020-08-14,NL,PHI,NYN,0.467,0.433,,,1,1,0.4,0.6,1
24569,2020,2020-08-14,NL,SFN,ATH,0.483,0.6,,,2,2,0.3,0.8,0
24570,2020,2020-08-14,AL,TOR,TBA,0.533,0.667,,,2,1,0.3,0.8,1
24571,2020,2020-08-15,AL,LAA,LAN,0.433,0.717,,,1,1,0.4,0.7,0
24572,2020,2020-08-15,NL,ARI,SDN,0.417,0.617,,,1,1,0.6,0.4,1
24573,2020,2020-08-15,AL,BAL,WAS,0.417,0.433,,,1,1,0.6,0.4,1
24574,2020,2020-08-15,AL,CHA,SLN,0.583,0.517,,,3,17,0.5,0.4,0
24575,2020,2020-08-15,AL,CHA,SLN,0.583,0.517,,,0,0,0.4,0.5,0
24576,2020,2020-08-15,NL,CHN,MIL,0.567,0.483,,,1,1,0.8,0.5,0
24577,2020,2020-08-15,NL,COL,TEX,0.433,0.367,,,1,1,0.5,0.6,0
24578,2020,2020-08-15,AL,DET,CLE,0.397,0.583,,,1,1,0.5,0.6,0
24579,2020,2020-08-15,AL,HOU,SEA,0.483,0.45,,,1,1,0.4,0.3,1
24580,2020,2020-08-15,NL,MIA,ATL,0.517,0.583,,,1,1,0.7,0.4,0
24581,2020,2020-08-15,AL,MIN,KCA,0.6,0.433,,,3,3,0.5,0.5,1
24582,2020,2020-08-15,AL,MIN,KCA,0.6,0.433,,,0,0,0.5,0.5,0
24583,2020,2020-08-15,AL,NYA,BOS,0.55,0.4,,,1,1,0.5,0.3,1
24584,2020,2020-08-15,NL,PHI,NYN,0.467,0.433,,,1,1,0.4,0.5,1
24585,2020,2020-08-15,NL,SFN,ATH,0.483,0.6,,,1,1,0.3,0.8,0
24586,2020,2020-08-15,AL,TOR,TBA,0.533,0.667,,,1,1,0.4,0.7,0
24587,2020,2020-08-16,AL,LAA,LAN,0.433,0.717,,,1,1,0.3,0.7,0
24588,2020,2020-08-16,NL,ARI,SDN,0.417,0.617,,,1,1,0.7,0.4,1
24589,2020,2020-08-16,AL,BAL,WAS,0.417,0.433,,,1,1,0.7,0.3,0
24590,2020,2020-08-16,AL,CHA,SLN,0.583,0.517,,,1,1,0.3,0.5714,1
24591,2020,2020-08-16,NL,CHN,MIL,0.567,0.483,,,1,1,0.7,0.5,0
24592,2020,2020-08-16,NL,COL,TEX,0.433,0.367,,,1,1,0.4,0.7,1
24593,2020,2020-08-16,AL,DET,CLE,0.397,0.583,,,1,1,0.4,0.7,0
24594,2020,2020-08-16,AL,HOU,SEA,0.483,0.45,,,1,1,0.4,0.3,1
24595,2020,2020-08-16,NL,MIA,ATL,0.517,0.583,,,1,1,0.6,0.4,0
24596,2020,2020-08-16,AL,MIN,KCA,0.6,0.433,,,1,1,0.4,0.6,1
24597,2020,2020-08-16,AL,NYA,BOS,0.55,0.4,,,1,1,0.6,0.3,1
24598,2020,2020-08-16,NL,PHI,NYN,0.467,0.433,,,1,1,0.5,0.5,1
24599,2020,2020-08-16,NL,SFN,ATH,0.483,0.6,,,1,1,0.3,0.8,0
24600,2020,2020-08-16,AL,TOR,TBA,0.533,0.667,,,1,1,0.4,0.8,0
24601,2020,2020-08-17,AL,LAA,SFN,0.433,0.483,,,1,1,0.3,0.2,1
24602,2020,2020-08-17,NL,ARI,ATH,0.417,0.6,,,1,1,0.7,0.8,1
24603,2020,2020-08-17,NL,ATL,WAS,0.583,0.433,,,1,1,0.5,0.4,1
24604,2020,2020-08-17,AL,BAL,TOR,0.417,0.533,,,1,1,0.7,0.4,0
24605,2020,2020-08-17,AL,CHA,DET,0.583,0.397,,,1,1,0.4,0.4,1
24606,2020,2020-08-17,NL,CHN,SLN,0.567,0.517,,,1,1,0.6,0.5,0
24607,2020,2020-08-17,NL,CHN,SLN,0.567,0.517,,,0,0,0.5,0.5556,1
24608,2020,2020-08-17,AL,HOU,COL,0.483,0.433,,,1,1,0.5,0.5,1
24609,2020,2020-08-17,NL,LAN,SEA,0.717,0.45,,,1,1,0.7,0.2,1
24610,2020,2020-08-17,NL,MIA,NYN,0.517,0.433,,,1,1,0.5,0.4,0
24611,2020,2020-08-17,AL,MIN,KCA,0.6,0.433,,,1,1,0.4,0.6,1
24612,2020,2020-08-17,AL,NYA,BOS,0.55,0.4,,,1,1,0.6,0.2,1
24613,2020,2020-08-17,AL,TEX,SDN,0.367,0.617,,,1,1,0.7,0.4,0
24614,2020,2020-08-18,AL,LAA,SFN,0.433,0.483,,,1,1,0.3,0.2,0
24615,2020,2020-08-18,NL,ARI,ATH,0.417,0.6,,,1,1,0.7,0.7,1
24616,2020,2020-08-18,NL,ATL,WAS,0.583,0.433,,,1,1,0.5,0.4,0
24617,2020,2020-08-18,AL,BAL,TOR,0.417,0.533,,,1,1,0.7,0.4,0
24618,2020,2020-08-18,AL,BOS,PHI,0.4,0.467,,,1,2,0.1,0.5,0
24619,2020,2020-08-18,AL,CHA,DET,0.583,0.397,,,1,1,0.5,0.4,1
24620,2020,2020-08-18,NL,CHN,SLN,0.567,0.517,,,1,1,0.5,0.5,1
24621,2020,2020-08-18,AL,HOU,COL,0.483,0.433,,,1,1,0.6,0.4,1
24622,2020,2020-08-18,NL,LAN,SEA,0.717,0.45,,,1,1,0.7,0.2,1
24623,2020,2020-08-18,NL,MIA,NYN,0.517,0.433,,,1,1,0.4,0.5,0
24624,2020,2020-08-18,AL,MIN,MIL,0.6,0.483,,,1,2,0.5,0.5,1
24625,2020,2020-08-18,AL,NYA,TBA,0.55,0.667,,,1,2,0.7,0.8,0
24626,2020,2020-08-18,NL,PIT,CLE,0.317,0.583,,,4,2,0.2,0.7,0
24627,2020,2020-08-18,AL,TEX,SDN,0.367,0.617,,,1,1,0.7,0.4,0
24628,2020,2020-08-19,AL,BAL,TOR,0.417,0.533,,,1,1,0.6,0.5,0
24629,2020,2020-08-19,AL,BOS,PHI,0.4,0.467,,,1,1,0.1,0.5,1
24630,2020,2020-08-19,AL,CHA,DET,0.583,0.397,,,1,1,0.5,0.3,1
24631,2020,2020-08-19,NL,CHN,SLN,0.567,0.517,,,1,1,0.5,0.4,0
24632,2020,2020-08-19,NL,CHN,SLN,0.567,0.517,,,0,0,0.5,0.4,1
24633,2020,2020-08-19,NL,COL,HOU,0.433,0.483,,,1,1,0.3,0.7,0
24634,2020,2020-08-19,AL,KCA,CIN,0.433,0.517,,,2,5,0.6,0.4,1
24635,2020,2020-08-19,AL,KCA,CIN,0.433,0.517,,,0,0,0.6,0.4,0
24636,2020,2020-08-19,NL,MIA,NYN,0.517,0.433,,,1,1,0.3,0.5,0
24637,2020,2020-08-19,AL,MIN,MIL,0.6,0.483,,,1,1,0.6,0.5,0
24638,2020,2020-08-19,AL,NYA,TBA,0.55,0.667,,,1,1,0.7,0.9,0
24639,2020,2020-08-19,AL,ATH,ARI,0.6,0.417,,,1,1,0.6,0.8,1
24640,2020,2020-08-19,NL,PIT,CLE,0.317,0.583,,,1,1,0.2,0.7,0
24641,2020,2020-08-19,NL,SDN,TEX,0.617,0.367,,,1,1,0.5,0.6,1
24642,2020,2020-08-19,AL,SEA,LAN,0.45,0.717,,,1,1,0.2,0.8,1
24643,2020,2020-08-19,NL,SFN,LAA,0.483,0.433,,,1,1,0.3,0.3,1
24644,2020,2020-08-20,AL,BAL,BOS,0.417,0.4,,,1,1,0.5,0.1,0
24645,2020,2020-08-20,AL,CHA,DET,0.583,0.397,,,1,1,0.6,0.2,1
24646,2020,2020-08-20,NL,COL,HOU,0.433,0.483,,,1,1,0.2,0.8,0
24647,2020,2020-08-20,AL,MIN,MIL,0.6,0.483,,,1,1,0.6,0.6,1
24648,2020,2020-08-20,AL,NYA,TBA,0.55,0.667,,,1,1,0.6,0.9,0
24649,2020,2020-08-20,AL,ATH,ARI,0.6,0.417,,,1,1,0.6,0.7,1
24650,2020,2020-08-20,NL,PIT,CLE,0.317,0.583,,,1,1,0.2,0.7,0
24651,2020,2020-08-20,NL,SDN,TEX,0.617,0.367,,,1,1,0.5,0.5,1
24652,2020,2020-08-20,AL,SEA,LAN,0.45,0.717,,,1,1,0.3,0.7,0
24653,2020,2020-08-20,NL,SFN,LAA,0.483,0.433,,,1,1,0.3,0.3,1
24654,2020,2020-08-20,NL,SLN,CIN,0.517,0.517,,,1,1,0.4,0.5,1
24655,2020,2020-08-20,AL,TOR,PHI,0.533,0.467,,,1,1,0.6,0.5,1
24656,2020,2020-08-20,AL,TOR,PHI,0.533,0.467,,,0,0,0.6,0.5,1
24657,2020,2020-08-21,NL,ATL,PHI,0.583,0.467,,,3,1,0.5,0.4,1
24658,2020,2020-08-21,AL,BAL,BOS,0.417,0.4,,,1,1,0.4,0.2,0
24659,2020,2020-08-21,NL,CHN,CHA,0.567,0.583,,,2,1,0.5,0.7,0
24660,2020,2020-08-21,AL,CLE,DET,0.583,0.397,,,1,1,0.8,0.1,0
24661,2020,2020-08-21,AL,KCA,MIN,0.433,0.6,,,2,1,0.5,0.7,1
24662,2020,2020-08-21,NL,LAN,COL,0.717,0.433,,,1,1,0.8,0.2,1
24663,2020,2020-08-21,AL,ATH,LAA,0.6,0.433,,,1,1,0.6,0.3,1
24664,2020,2020-08-21,NL,PIT,MIL,0.317,0.483,,,1,1,0.2,0.5,1
24665,2020,2020-08-21,NL,SDN,HOU,0.617,0.483,,,1,1,0.5,0.9,1
24666,2020,2020-08-21,AL,SEA,TEX,0.45,0.367,,,1,1,0.2,0.4,1
24667,2020,2020-08-21,NL,SFN,ARI,0.483,0.417,,,1,1,0.4,0.7,1
24668,2020,2020-08-21,NL,SLN,CIN,0.517,0.517,,,1,1,0.5,0.5,0
24669,2020,2020-08-21,AL,TBA,TOR,0.667,0.533,,,1,1,0.9,0.7,0
24670,2020,2020-08-21,NL,WAS,MIA,0.433,0.517,,,3,2,0.5,0.2,0
24671,2020,2020-08-22,NL,ATL,PHI,0.583,0.467,,,1,1,0.5,0.4,1
24672,2020,2020-08-22,AL,BAL,BOS,0.417,0.4,,,1,1,0.3,0.3,1
24673,2020,2020-08-22,NL,CHN,CHA,0.567,0.583,,,1,1,0.4,0.8,0
24674,2020,2020-08-22,AL,CLE,DET,0.583,0.397,,,1,1,0.7,0.1,1
24675,2020,2020-08-22,AL,KCA,MIN,0.433,0.6,,,1,1,0.5,0.6,0
24676,2020,2020-08-22,NL,LAN,COL,0.717,0.433,,,1,1,0.9,0.2,1
24677,2020,2020-08-22,AL,ATH,LAA,0.6,0.433,,,1,1,0.7,0.2,0
24678,2020,2020-08-22,NL,PIT,MIL,0.317,0.483,,,1,1,0.3,0.5,1
24679,2020,2020-08-22,NL,SDN,HOU,0.617,0.483,,,1,1,0.5,0.8,1
24680,2020,2020-08-22,AL,SEA,TEX,0.45,0.367,,,1,1,0.2,0.4,1
24681,2020,2020-08-22,NL,SFN,ARI,0.483,0.417,,,1,1,0.5,0.6,1
24682,2020,2020-08-22,NL,SLN,CIN,0.517,0.517,,,1,1,0.5,0.5,1
24683,2020,2020-08-22,AL,TBA,TOR,0.667,0.533,,,1,1,0.8,0.7,1
24684,2020,2020-08-22,NL,WAS,MIA,0.433,0.517,,,1,1,0.5,0.3,1
24685,2020,2020-08-22,NL,WAS,MIA,0.433,0.517,,,0,0,0.5,0.3,0
24686,2020,2020-08-23,NL,ATL,PHI,0.583,0.467,,,1,1,0.5,0.4,0
24687,2020,2020-08-23,AL,BAL,BOS,0.417,0.4,,,1,1,0.3,0.3,1
24688,2020,2020-08-23,NL,CHN,CHA,0.567,0.583,,,1,1,0.3,0.8,1
24689,2020,2020-08-23,AL,CLE,DET,0.583,0.397,,,1,1,0.7,0.1,0
24690,2020,2020-08-23,AL,KCA,MIN,0.433,0.6,,,1,1,0.4,0.7,0
24691,2020,2020-08-23,NL,LAN,COL,0.717,0.433,,,1,1,0.9,0.1,1
24692,2020,2020-08-23,AL,ATH,LAA,0.6,0.433,,,1,1,0.7,0.2,1
24693,2020,2020-08-23,NL,PIT,MIL,0.317,0.483,,,1,1,0.3,0.4,1
24694,2020,2020-08-23,NL,SDN,HOU,0.617,0.483,,,1,1,0.6,0.8,1
24695,2020,2020-08-23,AL,SEA,TEX,0.45,0.367,,,1,1,0.3,0.3,1
24696,2020,2020-08-23,NL,SFN,ARI,0.483,0.417,,,1,1,0.5,0.6,1
24697,2020,2020-08-23,NL,SLN,CIN,0.517,0.517,,,1,1,0.5,0.4,1
24698,2020,2020-08-23,AL,TBA,TOR,0.667,0.533,,,1,1,0.8,0.7,1
24699,2020,2020-08-23,NL,WAS,MIA,0.433,0.517,,,1,1,0.4,0.4,1
24700,2020,2020-08-24,NL,ARI,COL,0.417,0.433,,,1,1,0.5,0.1,0
24701,2020,2020-08-24,AL,CLE,MIN,0.583,0.6,,,1,1,0.7,0.7,0
24702,2020,2020-08-24,AL,DET,CHN,0.397,0.567,,,1,1,0.2,0.4,0
24703,2020,2020-08-24,AL,HOU,LAA,0.483,0.433,,,1,1,0.7,0.2,1
24704,2020,2020-08-24,NL,MIL,CIN,0.483,0.517,,,1,1,0.4,0.4,1
24705,2020,2020-08-24,NL,SLN,KCA,0.517,0.433,,,1,1,0.5,0.4,1
24706,2020,2020-08-24,AL,TBA,TOR,0.667,0.533,,,1,1,0.8,0.6,0
24707,2020,2020-08-24,AL,TEX,ATH,0.367,0.6,,,1,1,0.2,0.7,1
24708,2020,2020-08-24,NL,WAS,MIA,0.433,0.517,,,1,1,0.5,0.3,0
24709,2020,2020-08-25,NL,ARI,COL,0.417,0.433,,,1,1,0.4,0.2,0
24710,2020,2020-08-25,AL,CHA,PIT,0.583,0.317,,,2,2,0.7,0.4,1
24711,2020,2020-08-25,AL,CLE,MIN,0.583,0.6,,,1,1,0.7,0.7,1
24712,2020,2020-08-25,AL,DET,CHN,0.397,0.567,,,1,1,0.2,0.5,1
24713,2020,2020-08-25,AL,HOU,LAA,0.483,0.433,,,1,1,0.7,0.2,1
24714,2020,2020-08-25,AL,HOU,LAA,0.483,0.433,,,0,0,0.7,0.2,0
24715,2020,2020-08-25,NL,MIL,CIN,0.483,0.517,,,1,1,0.5,0.3,1
24716,2020,2020-08-25,NL,NYN,MIA,0.433,0.517,,,6,1,0.5,0.3,0
24717,2020,2020-08-25,NL,NYN,MIA,0.433,0.517,,,0,0,0.5,0.4,0
24718,2020,2020-08-25,NL,SDN,SEA,0.617,0.45,,,2,2,0.7,0.4,0
24719,2020,2020-08-25,NL,SFN,LAN,0.483,0.717,,,2,2,0.6,0.9,1
24720,2020,2020-08-25,NL,SLN,KCA,0.517,0.433,,,1,1,0.6,0.3,0
24721,2020,2020-08-25,AL,TBA,BAL,0.667,0.417,,,1,2,0.7,0.3,1
24722,2020,2020-08-25,AL,TEX,ATH,0.367,0.6,,,1,1,0.2,0.6,0
24723,2020,2020-08-25,AL,TOR,BOS,0.533,0.4,,,1,2,0.7,0.3,0
24724,2020,2020-08-25,NL,WAS,PHI,0.433,0.467,,,1,2,0.5,0.5,0
24725,2020,2020-08-26,NL,ARI,COL,0.417,0.433,,,1,1,0.3,0.3,0
24726,2020,2020-08-26,NL,ATL,NYA,0.583,0.55,,,3,6,0.5,0.6,1
24727,2020,2020-08-26,NL,ATL,NYA,0.583,0.55,,,0,0,0.6,0.6,1
24728,2020,2020-08-26,AL,CHA,PIT,0.583,0.317,,,1,1,0.8,0.4,1
24729,2020,2020-08-26,AL,CLE,MIN,0.583,0.6,,,1,1,0.7,0.7,1
24730,2020,2020-08-26,AL,DET,CHN,0.397,0.567,,,1,1,0.3,0.5,1
24731,2020,2020-08-26,NL,NYN,MIA,0.433,0.517,,,1,1,0.5,0.5,1
24732,2020,2020-08-26,NL,SLN,KCA,0.517,0.433,,,1,1,0.5,0.4,1
24733,2020,2020-08-26,AL,TBA,BAL,0.667,0.417,,,1,1,0.8,0.3,1
24734,2020,2020-08-26,AL,TEX,ATH,0.367,0.6,,,1,1,0.1,0.6,0
24735,2020,2020-08-26,AL,TOR,BOS,0.533,0.4,,,1,1,0.7,0.4,1
24736,2020,2020-08-26,NL,WAS,PHI,0.433,0.467,,,1,1,0.4,0.5,0
24737,2020,2020-08-27,NL,MIL,CIN,0.483,0.517,,,2,2,0.5,0.3,0
24738,2020,2020-08-27,NL,MIL,CIN,0.483,0.517,,,0,0,0.4,0.4,0
24739,2020,2020-08-27,NL,SDN,SEA,0.617,0.45,,,2,2,0.7,0.5,1
24740,2020,2020-08-27,NL,SDN,SEA,0.617,0.45,,,0,0,0.8,0.5,0
24741,2020,2020-08-27,NL,SFN,LAN,0.483,0.717,,,2,2,0.7,0.8,0
24742,2020,2020-08-27,NL,SFN,LAN,0.483,0.717,,,0,0,0.7,0.8,0
