playerID,yearID,teamID,lgID,round,POS,G,GS,InnOuts,PO,A,E,DP,TP,PB,SB,CS
adamewi01,2020,TBA,AL,WS,SS,6,6.0,150,3,8,0,0,0.0,,,
adamewi01,2021,MIL,NL,NLDS1,SS,4,4.0,102,3,8,0,0,0.0,,,
adamewi01,2023,MIL,NL,NLWC1,SS,2,2.0,54,1,4,0,1,0.0,,,
adamewi01,2024,MIL,NL,NLWC1,SS,3,3.0,81,1,6,0,1,,,,
adamja01,2022,TBA,AL,ALWC1,P,1,0.0,6,0,0,0,0,0.0,,,
adamja01,2024,SDN,NL,NLDS2,P,3,0.0,10,0,0,0,0,,,,
adamja01,2024,SDN,NL,NLWC2,P,2,0.0,6,1,0,0,0,,,,
adamsau02,2020,SDN,NL,NLDS1,P,2,0.0,2,0,0,0,0,0.0,,,
adamsau02,2020,SDN,NL,NLWC2,P,2,0.0,3,0,0,0,0,0.0,,,
adamsma01,2013,SLN,NL,NLCS,1B,6,6.0,168,56,5,0,8,0.0,,,
adamsma01,2013,SLN,NL,NLDS1,1B,5,5.0,132,52,3,0,6,0.0,,,
adamsma01,2013,SLN,NL,WS,1B,5,5.0,129,35,2,0,3,0.0,,,
adamsma01,2014,SLN,NL,NLCS,1B,5,5.0,129,42,5,0,3,0.0,,,
adamsma01,2014,SLN,NL,NLDS2,1B,4,4.0,105,34,2,0,3,0.0,,,
adamsmi03,2011,TEX,AL,ALCS,P,5,0.0,13,0,1,0,0,0.0,,,
adamsmi03,2011,TEX,AL,ALDS2,P,3,0.0,6,1,0,0,0,0.0,,,
adamsmi03,2011,TEX,AL,WS,P,3,0.0,6,1,1,0,0,0.0,,,
adriaeh01,2017,MIN,AL,ALWC,LF,1,0.0,3,0,0,0,0,0.0,,,
affelje01,2007,COL,NL,NLCS,P,2,0.0,4,0,1,0,0,0.0,,,
affelje01,2007,COL,NL,NLDS2,P,1,0.0,3,0,0,0,0,0.0,,,
affelje01,2007,COL,NL,WS,P,4,0.0,9,0,0,0,0,0.0,,,
affelje01,2010,SFN,NL,NLCS,P,3,0.0,8,0,0,0,0,0.0,,,
affelje01,2010,SFN,NL,WS,P,2,0.0,4,0,0,0,0,0.0,,,
affelje01,2012,SFN,NL,NLCS,P,5,0.0,14,0,1,0,0,0.0,,,
affelje01,2012,SFN,NL,NLDS2,P,3,0.0,11,0,1,0,0,0.0,,,
affelje01,2012,SFN,NL,WS,P,2,0.0,6,0,0,0,0,0.0,,,
affelje01,2014,SFN,NL,NLCS,P,4,0.0,14,1,2,0,0,0.0,,,
affelje01,2014,SFN,NL,NLDS1,P,3,0.0,5,0,1,0,0,0.0,,,
affelje01,2014,SFN,NL,WS,P,4,0.0,16,0,0,0,0,0.0,,,
agbaybe01,2000,NYN,NL,NLCS,LF,5,5.0,129,11,0,1,0,0.0,,,
agbaybe01,2000,NYN,NL,NLDS2,LF,4,4.0,102,10,0,0,0,0.0,,,
agbaybe01,2000,NYN,NL,WS,LF,5,5.0,123,9,0,0,0,0.0,,,
aguilje01,2018,MIL,NL,NLCS,1B,7,7.0,176,46,1,0,5,0.0,,,
aguilje01,2018,MIL,NL,NLDS1,1B,3,3.0,68,20,3,0,0,0.0,,,
aguilje01,2020,MIA,NL,NLDS2,1B,1,1.0,27,5,0,0,0,0.0,,,
akinke01,2024,BAL,AL,ALWC2,P,1,0.0,2,0,0,0,0,,,,
akiyash01,2020,CIN,NL,NLWC4,CF,1,0.0,3,0,0,0,0,0.0,,,
akiyash01,2020,CIN,NL,NLWC4,LF,1,1.0,21,3,0,0,0,0.0,,,
alberha01,2015,TEX,AL,ALDS2,3B,3,2.0,90,4,10,1,2,0.0,,,
alberma01,2017,WAS,NL,NLDS2,P,2,0.0,7,0,0,0,0,0.0,,,
albieoz01,2018,ATL,NL,NLDS2,2B,4,4.0,102,7,12,0,3,0.0,,,
albieoz01,2019,ATL,NL,NLDS2,2B,5,5.0,137,4,14,2,2,0.0,,,
albieoz01,2020,ATL,NL,NLCS,2B,7,7.0,183,9,16,1,4,0.0,,,
albieoz01,2020,ATL,NL,NLDS2,2B,3,3.0,81,5,6,0,0,0.0,,,
albieoz01,2020,ATL,NL,NLWC4,2B,2,2.0,66,4,6,0,0,0.0,,,
albieoz01,2021,ATL,NL,NLCS,2B,6,6.0,156,10,13,0,4,0.0,,,
albieoz01,2021,ATL,NL,NLDS1,2B,4,4.0,105,5,6,0,2,0.0,,,
albieoz01,2021,ATL,NL,WS,2B,6,6.0,159,9,18,1,2,0.0,,,
albieoz01,2023,ATL,NL,NLDS1,2B,4,4.0,102,8,6,0,3,0.0,,,
albieoz01,2024,ATL,NL,NLWC2,2B,2,2.0,48,3,4,0,2,,,,
albural01,2011,DET,AL,ALCS,P,2,0.0,5,0,0,0,0,0.0,,,
albural01,2011,DET,AL,ALDS1,P,2,0.0,1,0,0,0,0,0.0,,,
albural01,2012,DET,AL,ALDS2,P,2,0.0,4,0,1,0,0,0.0,,,
albural01,2012,DET,AL,WS,P,1,0.0,6,0,0,0,0,0.0,,,
albural01,2013,DET,AL,ALCS,P,6,0.0,12,0,0,0,0,0.0,,,
albural01,2013,DET,AL,ALDS2,P,1,0.0,2,0,0,0,0,0.0,,,
alcansa01,2020,MIA,NL,NLDS2,P,1,1.0,18,0,0,0,0,0.0,,,
alcansa01,2020,MIA,NL,NLWC3,P,1,1.0,20,1,0,0,0,0.0,,,
alexasc01,2018,LAN,NL,NLDS2,P,1,0.0,3,0,0,0,0,0.0,,,
alexasc01,2018,LAN,NL,WS,P,3,0.0,4,0,1,1,0,0.0,,,
alfarjo01,2020,MIA,NL,NLDS2,C,2,0.0,18,7,0,0,0,0.0,0.0,,
alfonan01,2003,CHN,NL,NLCS,P,3,0.0,7,0,0,0,0,0.0,,,
alfonan01,2003,CHN,NL,NLDS2,P,1,0.0,3,0,0,0,0,0.0,,,
alfonan01,2004,ATL,NL,NLDS2,P,4,0.0,11,0,0,0,0,0.0,,,
alfonan01,2007,PHI,NL,NLDS2,P,1,0.0,3,0,0,0,0,0.0,,,
alfoned01,2000,NYN,NL,NLCS,2B,5,5.0,135,3,10,0,0,0.0,,,
alfoned01,2000,NYN,NL,NLDS2,2B,4,4.0,120,6,7,0,0,0.0,,,
alfoned01,2000,NYN,NL,WS,2B,5,5.0,140,8,19,0,2,0.0,,,
alfoned01,2003,SFN,NL,NLDS1,3B,4,4.0,110,4,8,0,1,0.0,,,
allenco01,2013,CLE,AL,ALWC,P,1,0.0,1,0,0,0,0,0.0,,,
allenco01,2016,CLE,AL,ALCS,P,4,0.0,14,0,1,0,0,0.0,,,
allenco01,2016,CLE,AL,ALDS2,P,2,0.0,9,0,0,0,0,0.0,,,
allenco01,2016,CLE,AL,WS,P,4,0.0,18,0,0,0,0,0.0,,,
allenco01,2017,CLE,AL,ALDS1,P,4,0.0,16,0,1,0,0,0.0,,,
allenco01,2018,CLE,AL,ALDS2,P,2,0.0,3,0,0,0,0,0.0,,,
allengr01,2017,CLE,AL,ALDS1,CF,1,0.0,3,0,0,0,0,0.0,,,
allengr01,2020,SDN,NL,NLDS1,LF,1,0.0,3,0,0,0,0,0.0,,,
almonye01,2022,LAN,NL,NLDS2,P,3,0.0,7,0,0,0,0,0.0,,,
almoral01,2016,CHN,NL,NLCS,LF,2,0.0,9,0,0,0,0,0.0,,,
almoral01,2016,CHN,NL,NLCS,RF,1,1.0,24,2,0,0,0,0.0,,,
almoral01,2016,CHN,NL,NLDS1,RF,1,0.0,15,1,1,0,1,0.0,,,
almoral01,2016,CHN,NL,WS,RF,1,0.0,6,0,0,0,0,0.0,,,
almoral01,2017,CHN,NL,NLCS,CF,4,4.0,96,6,0,0,0,0.0,,,
almoral01,2017,CHN,NL,NLDS2,CF,4,2.0,45,5,0,0,0,0.0,,,
almoral01,2018,CHN,NL,NLWC,CF,1,1.0,39,5,0,0,0,0.0,,,
alomaro01,2001,CLE,AL,ALDS1,2B,5,5.0,129,9,9,0,2,0.0,,,
alonspe01,2022,NYN,NL,NLWC1,1B,3,3.0,81,19,2,0,0,0.0,,,
alonspe01,2024,NYN,NL,NLCS,1B,6,6.0,156,38,5,1,1,,,,
alonspe01,2024,NYN,NL,NLDS1,1B,4,4.0,107,30,1,0,1,,,,
alonspe01,2024,NYN,NL,NLWC1,1B,3,3.0,78,28,1,0,3,,,,
alonsyo01,2018,CLE,AL,ALDS2,1B,2,2.0,48,18,2,0,3,0.0,,,
aloumo01,2001,HOU,NL,NLDS1,RF,3,3.0,78,5,0,0,0,0.0,,,
aloumo01,2003,CHN,NL,NLCS,LF,7,7.0,189,9,1,0,1,0.0,,,
aloumo01,2003,CHN,NL,NLDS2,LF,5,5.0,132,10,0,0,0,0.0,,,
altavda01,2020,SDN,NL,NLDS1,P,2,0.0,6,1,0,0,0,0.0,,,
altuvjo01,2015,HOU,AL,ALDS1,2B,5,5.0,129,8,14,0,2,0.0,,,
altuvjo01,2015,HOU,AL,ALWC,2B,1,1.0,27,1,1,0,0,0.0,,,
altuvjo01,2017,HOU,AL,ALCS,2B,7,7.0,180,8,16,1,2,0.0,,,
altuvjo01,2017,HOU,AL,ALDS2,2B,4,4.0,105,1,9,0,1,0.0,,,
altuvjo01,2017,HOU,AL,WS,2B,7,7.0,192,12,15,0,4,0.0,,,
altuvjo01,2018,HOU,AL,ALCS,2B,2,2.0,51,2,2,0,1,0.0,,,
altuvjo01,2018,HOU,AL,ALDS2,2B,3,3.0,81,3,3,0,0,0.0,,,
altuvjo01,2019,HOU,AL,ALCS,2B,6,6.0,165,3,7,0,1,0.0,,,
altuvjo01,2019,HOU,AL,ALDS1,2B,5,5.0,129,7,11,0,5,0.0,,,
altuvjo01,2019,HOU,AL,WS,2B,7,7.0,189,14,8,1,4,0.0,,,
altuvjo01,2020,HOU,AL,ALCS,2B,7,7.0,180,3,18,3,3,0.0,,,
altuvjo01,2020,HOU,AL,ALDS2,2B,4,4.0,108,5,12,0,6,0.0,,,
altuvjo01,2020,HOU,AL,ALWC3,2B,2,2.0,54,1,3,1,0,0.0,,,
altuvjo01,2021,HOU,AL,ALCS,2B,6,6.0,159,6,8,2,3,0.0,,,
altuvjo01,2021,HOU,AL,ALDS1,2B,4,4.0,105,4,14,0,4,0.0,,,
altuvjo01,2021,HOU,AL,WS,2B,6,6.0,156,4,11,0,3,0.0,,,
altuvjo01,2022,HOU,AL,ALCS,2B,4,4.0,108,2,8,1,0,0.0,,,
altuvjo01,2022,HOU,AL,ALDS2,2B,3,3.0,108,2,7,0,1,0.0,,,
altuvjo01,2022,HOU,AL,WS,2B,6,6.0,162,6,11,0,3,0.0,,,
altuvjo01,2023,HOU,AL,ALCS,2B,4,4.0,108,6,10,1,2,0.0,,,
altuvjo01,2023,HOU,AL,ALDS2,2B,2,2.0,54,6,6,0,3,0.0,,,
altuvjo01,2024,HOU,AL,ALWC1,2B,2,2.0,54,1,8,1,1,,,,
alvarfr01,2024,NYN,NL,NLCS,C,6,6.0,147,50,1,1,0,0.0,2.0,6.0,1.0
alvarfr01,2024,NYN,NL,NLDS1,C,4,4.0,101,35,2,0,0,0.0,0.0,3.0,1.0
alvarfr01,2024,NYN,NL,NLWC1,C,3,3.0,78,22,2,0,0,0.0,0.0,5.0,1.0
alvarjo02,2013,DET,AL,ALDS2,P,1,0.0,9,0,0,0,0,0.0,,,
alvarjo02,2021,SFN,NL,NLDS2,P,1,0.0,1,0,0,0,0,0.0,,,
alvarjo03,2020,TBA,AL,ALCS,P,2,0.0,5,0,0,0,0,0.0,,,
alvarjo03,2022,PHI,NL,NLCS,P,3,0.0,9,0,0,0,0,0.0,,,
alvarjo03,2022,PHI,NL,NLDS1,P,3,0.0,11,1,0,0,0,0.0,,,
alvarjo03,2022,PHI,NL,NLWC2,P,2,0.0,4,0,0,0,0,0.0,,,
alvarjo03,2022,PHI,NL,WS,P,4,0.0,10,0,0,0,0,0.0,,,
alvarjo03,2023,PHI,NL,NLCS,P,4,0.0,12,0,1,0,0,0.0,,,
alvarjo03,2023,PHI,NL,NLDS1,P,3,0.0,9,0,1,0,0,0.0,,,
alvarjo03,2023,PHI,NL,NLWC2,P,1,0.0,3,0,0,0,0,0.0,,,
alvarjo03,2024,PHI,NL,NLDS1,P,1,0.0,2,0,0,0,0,,,,
alvarpe01,2013,PIT,NL,NLDS1,3B,5,5.0,129,3,11,1,0,0.0,,,
alvarpe01,2013,PIT,NL,NLWC,3B,1,1.0,27,0,3,0,1,0.0,,,
alvarpe01,2015,PIT,NL,NLWC,1B,1,0.0,18,3,1,0,0,0.0,,,
alvarwi01,2004,LAN,NL,NLDS1,P,2,0.0,10,0,0,0,0,0.0,,,
alvaryo01,2019,HOU,AL,WS,LF,1,1.0,18,1,0,0,0,0.0,,,
alvaryo01,2021,HOU,AL,ALCS,LF,1,1.0,27,0,0,0,0,0.0,,,
alvaryo01,2021,HOU,AL,ALDS1,LF,1,1.0,27,1,0,0,0,0.0,,,
alvaryo01,2021,HOU,AL,WS,LF,3,3.0,69,5,0,0,0,0.0,,,
alvaryo01,2022,HOU,AL,ALCS,LF,3,3.0,81,2,0,0,0,0.0,,,
alvaryo01,2022,HOU,AL,ALDS2,LF,3,3.0,105,5,1,0,0,0.0,,,
alvaryo01,2022,HOU,AL,WS,LF,4,4.0,108,6,0,0,0,0.0,,,
alvaryo01,2023,HOU,AL,ALDS2,LF,1,1.0,27,1,0,0,0,0.0,,,
amezaal01,2004,ANA,AL,ALDS1,2B,2,1.0,26,0,2,0,0,0.0,,,
anderbr02,2001,ARI,NL,NLCS,P,1,0.0,10,0,0,0,0,0.0,,,
anderbr02,2001,ARI,NL,NLDS2,P,2,0.0,12,0,3,0,0,0.0,,,
anderbr02,2001,ARI,NL,WS,P,1,1.0,16,0,0,0,0,0.0,,,
anderbr03,2008,CHA,AL,ALDS2,CF,2,1.0,33,1,0,0,0,0.0,,,
anderbr03,2008,CHA,AL,ALDS2,LF,1,0.0,3,0,0,0,0,0.0,,,
anderbr04,2012,OAK,AL,ALDS2,P,1,1.0,18,0,2,0,0,0.0,,,
anderbr04,2013,OAK,AL,ALDS2,P,1,0.0,1,0,0,0,0,0.0,,,
anderbr04,2015,LAN,NL,NLDS2,P,1,1.0,9,0,1,0,0,0.0,,,
anderbr06,2020,MIA,NL,NLDS2,3B,3,3.0,75,2,5,1,0,0.0,,,
anderbr06,2020,MIA,NL,NLWC3,3B,2,2.0,54,1,2,0,0,0.0,,,
anderga01,2002,ANA,AL,ALCS,LF,5,5.0,132,10,1,0,0,0.0,,,
anderga01,2002,ANA,AL,ALDS1,LF,4,4.0,105,9,0,0,0,0.0,,,
anderga01,2002,ANA,AL,WS,LF,7,7.0,183,17,1,1,0,0.0,,,
anderga01,2004,ANA,AL,ALDS1,CF,3,3.0,83,8,0,0,0,0.0,,,
anderga01,2005,LAA,AL,ALCS,CF,1,1.0,27,2,0,0,0,0.0,,,
anderga01,2005,LAA,AL,ALCS,LF,4,4.0,107,8,1,0,1,0.0,,,
anderga01,2005,LAA,AL,ALDS2,LF,5,5.0,132,18,0,0,0,0.0,,,
anderga01,2007,LAA,AL,ALDS1,LF,3,3.0,56,2,0,0,0,0.0,,,
anderga01,2008,LAA,AL,ALDS1,LF,4,4.0,116,5,0,0,0,0.0,,,
andergr01,2025,MIL,NL,NLCS,P,1,0.0,2,0,0,0,0,,,,
andergr01,2025,MIL,NL,NLDS1,P,1,0.0,6,0,1,0,0,,,,
anderia01,2020,ATL,NL,NLCS,P,2,2.0,21,1,0,0,0,0.0,,,
anderia01,2020,ATL,NL,NLDS2,P,1,1.0,17,0,0,0,0,0.0,,,
anderia01,2020,ATL,NL,NLWC4,P,1,1.0,18,0,0,0,0,0.0,,,
anderia01,2021,ATL,NL,NLCS,P,2,2.0,21,0,1,0,0,0.0,,,
anderia01,2021,ATL,NL,NLDS1,P,1,1.0,15,0,0,0,0,0.0,,,
anderia01,2021,ATL,NL,WS,P,1,1.0,15,0,2,0,1,0.0,,,
anderma02,2004,SLN,NL,NLCS,2B,1,0.0,3,0,0,0,0,0.0,,,
anderma02,2004,SLN,NL,WS,2B,1,0.0,5,0,1,0,0,0.0,,,
anderma02,2006,LAN,NL,NLDS1,LF,3,3.0,72,1,0,0,0,0.0,,,
anderma02,2006,LAN,NL,NLDS1,RF,1,0.0,3,0,0,0,0,0.0,,,
anderni01,2019,TBA,AL,ALDS1,P,3,0.0,13,0,1,0,0,0.0,,,
anderni01,2019,TBA,AL,ALWC,P,1,0.0,4,0,0,0,0,0.0,,,
anderni01,2020,TBA,AL,ALCS,P,3,0.0,13,0,0,0,0,0.0,,,
anderni01,2020,TBA,AL,ALDS1,P,2,0.0,14,0,0,0,0,0.0,,,
anderni01,2020,TBA,AL,ALWC1,P,2,0.0,8,0,0,0,0,0.0,,,
anderni01,2020,TBA,AL,WS,P,3,0.0,9,0,0,0,0,0.0,,,
anderti01,2020,CHA,AL,ALWC4,SS,3,3.0,75,4,9,0,1,0.0,,,
anderti01,2021,CHA,AL,ALDS1,SS,4,4.0,102,5,5,1,0,0.0,,,
anderty01,2017,COL,NL,NLWC,P,1,0.0,3,0,0,0,0,0.0,,,
anderty01,2018,COL,NL,NLDS1,P,1,1.0,18,0,1,0,0,0.0,,,
anderty01,2022,LAN,NL,NLDS2,P,1,1.0,15,0,1,0,0,0.0,,,
andinro01,2012,BAL,AL,ALDS1,2B,5,3.0,102,3,11,0,3,0.0,,,
andinro01,2012,BAL,AL,ALWC,2B,1,0.0,9,0,1,0,0,0.0,,,
andruel01,2010,TEX,AL,ALCS,SS,6,6.0,159,12,18,0,4,0.0,,,
andruel01,2010,TEX,AL,ALDS1,SS,5,5.0,135,9,7,2,2,0.0,,,
andruel01,2010,TEX,AL,WS,SS,5,5.0,129,7,13,1,3,0.0,,,
andruel01,2011,TEX,AL,ALCS,SS,6,6.0,168,6,12,1,3,0.0,,,
andruel01,2011,TEX,AL,ALDS2,SS,4,4.0,108,7,7,0,0,0.0,,,
andruel01,2011,TEX,AL,WS,SS,7,7.0,186,6,22,1,4,0.0,,,
andruel01,2012,TEX,AL,ALWC,SS,1,1.0,27,0,0,0,0,0.0,,,
andruel01,2015,TEX,AL,ALDS2,SS,5,5.0,147,13,11,2,3,0.0,,,
andruel01,2016,TEX,AL,ALDS1,SS,3,3.0,83,9,13,1,2,0.0,,,
andujmi01,2018,NYA,AL,ALDS1,3B,3,3.0,66,1,6,0,0,0.0,,,
andujmi01,2018,NYA,AL,ALWC,3B,1,1.0,15,0,1,1,0,0.0,,,
ankieri01,2000,SLN,NL,NLCS,P,2,1.0,4,0,0,0,0,0.0,,,
ankieri01,2000,SLN,NL,NLDS1,P,1,1.0,8,0,0,0,0,0.0,,,
ankieri01,2010,ATL,NL,NLDS2,CF,4,4.0,108,5,0,1,0,0.0,,,
aokino01,2014,KCA,AL,ALCS,RF,4,4.0,72,3,0,0,0,0.0,,,
aokino01,2014,KCA,AL,ALDS1,RF,3,3.0,69,7,0,0,0,0.0,,,
aokino01,2014,KCA,AL,ALWC,RF,1,1.0,27,2,0,0,0,0.0,,,
aokino01,2014,KCA,AL,WS,RF,5,4.0,87,6,1,0,0,0.0,,,
appieke01,2000,OAK,AL,ALDS1,P,2,1.0,31,0,0,0,0,0.0,,,
appieke01,2002,ANA,AL,ALCS,P,2,2.0,31,0,0,0,0,0.0,,,
appieke01,2002,ANA,AL,ALDS1,P,1,1.0,15,0,2,0,0,0.0,,,
appieke01,2002,ANA,AL,WS,P,2,2.0,19,0,1,0,0,0.0,,,
aquinar01,2020,CIN,NL,NLWC4,LF,1,1.0,37,0,0,0,0,0.0,,,
archech01,2013,TBA,AL,ALDS1,P,2,0.0,5,0,0,0,0,0.0,,,
arciaor01,2018,MIL,NL,NLCS,SS,7,7.0,194,12,20,1,5,0.0,,,
arciaor01,2018,MIL,NL,NLDS1,SS,3,2.0,60,6,4,1,0,0.0,,,
arciaor01,2019,MIL,NL,NLWC,SS,1,1.0,24,1,6,0,0,0.0,,,
arciaor01,2020,MIL,NL,NLWC1,SS,2,2.0,48,1,2,0,2,0.0,,,
arciaor01,2022,ATL,NL,NLDS1,2B,4,3.0,84,2,6,0,1,0.0,,,
arciaor01,2023,ATL,NL,NLDS1,SS,4,4.0,96,3,10,0,3,0.0,,,
arciaor01,2024,ATL,NL,NLWC2,SS,2,2.0,48,2,3,0,0,,,,
arenano01,2017,COL,NL,NLWC,3B,1,1.0,24,0,2,0,0,0.0,,,
arenano01,2018,COL,NL,NLDS1,3B,3,3.0,80,3,6,0,2,0.0,,,
arenano01,2018,COL,NL,NLWC,3B,1,1.0,39,1,4,0,0,0.0,,,
arenano01,2021,SLN,NL,NLWC,3B,1,1.0,26,0,1,0,0,0.0,,,
arenano01,2022,SLN,NL,NLWC2,3B,2,2.0,54,2,7,0,0,0.0,,,
ariasga01,2022,CLE,AL,ALDS1,1B,3,3.0,78,18,3,0,1,0.0,,,
ariasga01,2025,CLE,AL,ALWC1,SS,3,3.0,81,2,6,0,1,,,,
ariasjo01,2012,SFN,NL,NLCS,3B,3,0.0,12,0,0,0,0,0.0,,,
ariasjo01,2012,SFN,NL,NLCS,SS,1,0.0,10,1,0,0,0,0.0,,,
ariasjo01,2012,SFN,NL,NLDS2,3B,1,0.0,3,0,0,0,0,0.0,,,
ariasjo01,2012,SFN,NL,NLDS2,SS,2,0.0,25,2,0,0,0,0.0,,,
ariasjo01,2012,SFN,NL,WS,3B,4,0.0,15,0,1,0,0,0.0,,,
ariasjo01,2014,SFN,NL,NLDS1,3B,1,0.0,3,0,0,0,0,0.0,,,
ariasjo01,2014,SFN,NL,NLWC,3B,1,0.0,6,0,0,1,0,0.0,,,
ariasjo01,2014,SFN,NL,WS,3B,1,0.0,3,0,1,0,1,0.0,,,
ariasjo01,2014,SFN,NL,WS,SS,1,0.0,5,0,1,0,0,0.0,,,
armstsh01,2022,TBA,AL,ALWC1,P,1,0.0,4,0,0,0,0,0.0,,,
armstsh01,2023,TBA,AL,ALWC1,P,1,0.0,3,0,0,0,0,0.0,,,
arozara01,2019,SLN,NL,NLDS2,CF,1,0.0,4,0,0,0,0,0.0,,,
arozara01,2019,SLN,NL,NLDS2,RF,1,0.0,3,1,0,0,0,0.0,,,
arozara01,2020,TBA,AL,ALCS,LF,5,5.0,127,5,1,0,0,0.0,,,
arozara01,2020,TBA,AL,ALDS1,LF,5,5.0,129,4,0,0,0,0.0,,,
arozara01,2020,TBA,AL,ALWC1,LF,1,1.0,24,1,0,0,0,0.0,,,
arozara01,2020,TBA,AL,WS,LF,3,3.0,75,4,0,0,0,0.0,,,
arozara01,2021,TBA,AL,ALDS2,LF,3,2.0,70,1,0,0,0,0.0,,,
arozara01,2021,TBA,AL,ALDS2,RF,2,2.0,47,5,0,0,0,0.0,,,
arozara01,2022,TBA,AL,ALWC1,LF,2,2.0,66,0,0,0,0,0.0,,,
arozara01,2023,TBA,AL,ALWC1,LF,2,2.0,54,5,0,0,0,0.0,,,
arozara01,2025,SEA,AL,ALCS,LF,7,7.0,183,16,0,0,0,,,,
arozara01,2025,SEA,AL,ALDS2,LF,5,5.0,156,11,0,0,0,,,,
arraelu01,2019,MIN,AL,ALDS2,2B,3,3.0,69,5,5,0,4,0.0,,,
arraelu01,2019,MIN,AL,ALDS2,3B,1,0.0,3,0,0,0,0,0.0,,,
arraelu01,2020,MIN,AL,ALWC3,2B,2,2.0,54,2,2,0,0,0.0,,,
arraelu01,2023,MIA,NL,NLWC2,2B,2,2.0,48,1,2,0,0,0.0,,,
