mlbam_id,season,date,type_desc,description
804532.0,2024,2024-03-01,Assigned,SS Cooper Blauser assigned to Clemson Tigers.
703448.0,2024,2024-03-01,Assigned,OF Cam Cannarella assigned to Clemson Tigers.
702660.0,2024,2024-03-01,Assigned,RHP Nick Dugan assigned to Stanford Cardinal.
701741.0,2024,2024-03-01,Assigned,RHP Ty Uber assigned to Stanford Cardinal.
688628.0,2024,2024-03-01,Assigned,SS Andrew Ciufo assigned to Clemson Tigers.
803156.0,2024,2024-03-01,Assigned,OF Pirmin Brechbuhl assigned to Wake Forest Demon Deacons.
695283.0,2024,2024-03-01,Released,FCL Orioles released RHP Junior Pina.
701563.0,2024,2024-03-01,Released,Salem Red Sox released LHP Connor Butler.
691938.0,2024,2024-03-01,Assigned,C Willy Vasquez assigned to Tampa Bay Rays.
822656.0,2024,2024-03-01,Assigned,RHP Matthew Marchal assigned to Clemson Tigers.
703443.0,2024,2024-03-01,Assigned,LHP Ethan Darden assigned to Clemson Tigers.
694918.0,2024,2024-03-01,Assigned,RHP Blade Tidwell assigned to New York Mets.
692852.0,2024,2024-03-01,Assigned,C Beycker Barroso assigned to Texas Rangers.
676466.0,2024,2024-03-01,Assigned,SS Jack Winkler assigned to Oakland Athletics.
823333.0,2024,2024-03-01,Assigned,RHP Trevor Moore assigned to Stanford Cardinal.
702283.0,2024,2024-03-01,Assigned,SS Tucker Toman assigned to Toronto Blue Jays.
813438.0,2024,2024-03-01,Assigned,2B Jay Dillard assigned to Clemson Tigers.
822583.0,2024,2024-03-01,Assigned,C Ty Marshall assigned to Clemson Tigers.
701793.0,2024,2024-03-01,Assigned,LHP Rocco Reid assigned to Clemson Tigers.
823332.0,2024,2024-03-01,Assigned,OF Ethan Hott assigned to Stanford Cardinal.
692046.0,2024,2024-03-01,Assigned,SS Axel Sanchez assigned to Seattle Mariners.
703444.0,2024,2024-03-01,Assigned,LHP Hudson Lee assigned to Wake Forest Demon Deacons.
703612.0,2024,2024-03-01,Assigned,OF Nick Peoples assigned to Washington Nationals.
688871.0,2024,2024-03-01,Assigned,SS Jacob Hinderleider assigned to Clemson Tigers.
687616.0,2024,2024-03-01,Assigned,C Jimmy Obertop assigned to Clemson Tigers.
702277.0,2024,2024-03-01,Assigned,RHP Luke Schmolke assigned to Wake Forest Demon Deacons.
696525.0,2024,2024-03-01,Assigned,OF Saborn Campbell assigned to Stanford Cardinal.
681168.0,2024,2024-03-01,Assigned,RHP Luis Curvelo assigned to Seattle Mariners.
703449.0,2024,2024-03-01,Assigned,OF Nathan Hall assigned to Clemson Tigers.
823346.0,2024,2024-03-01,Signed as Free Agent,Kansas City Royals signed free agent LHP Geremy Tovar to a minor league contract.
691276.0,2024,2024-03-01,Assigned,C Luis Caicuto assigned to Philadelphia Phillies.
822585.0,2024,2024-03-01,Assigned,SS Liam Willson assigned to Wake Forest Demon Deacons.
692190.0,2024,2024-03-01,Assigned,C Donovan Antonia assigned to New York Mets.
814512.0,2024,2024-03-01,Assigned,RHP Tommy O'Rourke assigned to Stanford Cardinal.
814712.0,2024,2024-03-01,Assigned,LHP Christian Lim assigned to Stanford Cardinal.
703447.0,2024,2024-03-01,Assigned,C Jacob Jarrell assigned to Clemson Tigers.
806307.0,2024,2024-03-01,Assigned,OF Alden Mathes assigned to Clemson Tigers.
805215.0,2024,2024-03-01,Assigned,LHP Noah Samol assigned to Clemson Tigers.
702627.0,2024,2024-03-01,Assigned,SS Austin Hawke assigned to Wake Forest Demon Deacons.
823348.0,2024,2024-03-01,Assigned,SS Jehancarlos Mendez assigned to DSL White Sox.
823350.0,2024,2024-03-01,Signed as Free Agent,Chicago Cubs signed free agent RHP Cesar Pierret to a minor league contract.
698929.0,2024,2024-03-01,Assigned,SS Jesus Hernandez assigned to Miami Marlins.
800631.0,2024,2024-03-01,Assigned,RHP Ryan Speshyock assigned to Stanford Cardinal.
813439.0,2024,2024-03-01,Assigned,C Nick Couch assigned to Clemson Tigers.
806141.0,2024,2024-03-01,Assigned,LHP Justin LeGuernic assigned to Clemson Tigers.
822653.0,2024,2024-03-01,Assigned,LHP Jackson Cole assigned to Clemson Tigers.
822650.0,2024,2024-03-01,Assigned,RHP Josh Gunther assigned to Wake Forest Demon Deacons.
698840.0,2024,2024-03-01,Assigned,3B Jimmy Nati assigned to Stanford Cardinal.
803130.0,2024,2024-03-01,Assigned,RHP Ty Olenchuk assigned to Clemson Tigers.
703151.0,2024,2024-03-01,Assigned,SS William Bergolla assigned to Philadelphia Phillies.
807744.0,2024,2024-03-01,Assigned,RHP Ty Cummings assigned to Seattle Mariners.
822652.0,2024,2024-03-01,Assigned,RHP Lucas Mahlstedt assigned to Clemson Tigers.
814191.0,2024,2024-03-01,Assigned,OF Javar Williams assigned to Wake Forest Demon Deacons.
805909.0,2024,2024-03-01,Assigned,LHP Sam Garewal assigned to Stanford Cardinal.
823336.0,2024,2024-03-01,Assigned,LHP Gavin Nalu assigned to Stanford Cardinal.
806328.0,2024,2024-03-01,Assigned,RHP Aidan Knaak assigned to Clemson Tigers.
695497.0,2024,2024-03-01,Assigned,OF Brett Blair assigned to Stanford Cardinal.
813437.0,2024,2024-03-01,Assigned,RHP Nathan Dvorsky assigned to Clemson Tigers.
804162.0,2024,2024-03-01,Assigned,SS Jeter Polledo assigned to Wake Forest Demon Deacons.
695602.0,2024,2024-03-01,Assigned,RHP Michael Massey assigned to Wake Forest Demon Deacons.
691183.0,2024,2024-03-01,Status Change,SS Kevin Made roster status changed by Washington Nationals.
805788.0,2024,2024-03-01,Assigned,RHP Aidan Keenan assigned to Stanford Cardinal.
806197.0,2024,2024-03-01,Assigned,C Hideki Prather assigned to Clemson Tigers.
695401.0,2024,2024-03-01,Assigned,LHP Crawford Wade assigned to Wake Forest Demon Deacons.
670033.0,2024,2024-03-01,Assigned,RHP Cole Duensing assigned to Chicago White Sox.
678276.0,2024,2024-03-01,Status Change,C Jose Ferrer roster status changed by Toronto Blue Jays.
823351.0,2024,2024-03-01,Assigned,RHP Jhon Rosario assigned to DSL Cubs Blue.
681168.0,2024,2024-03-01,Status Change,RHP Luis Curvelo roster status changed by Seattle Mariners.
701209.0,2024,2024-03-01,Assigned,C Colton Bender assigned to San Diego Padres.
823350.0,2024,2024-03-01,Assigned,RHP Cesar Pierret assigned to DSL Cubs Red.
695601.0,2024,2024-03-01,Assigned,C Chris Katz assigned to Wake Forest Demon Deacons.
805026.0,2024,2024-03-01,Status Change,Clemson Tigers activated SS Nolan Nawrocki.
695579.0,2024,2024-03-01,Status Change,Stanford Cardinal activated SS Trevor Haskins.
691183.0,2024,2024-03-01,Assigned,SS Kevin Made assigned to Washington Nationals.
806055.0,2024,2024-03-01,Assigned,SS Sebastian David assigned to Stanford Cardinal.
803152.0,2024,2024-03-01,Assigned,1B Jake Reinisch assigned to Wake Forest Demon Deacons.
806220.0,2024,2024-03-01,Assigned,RHP Brody Shawn assigned to Wake Forest Demon Deacons.
686540.0,2024,2024-03-01,Assigned,SS Owen Cobb assigned to Stanford Cardinal.
686481.0,2024,2024-03-01,Assigned,LHP Jake Agnos assigned to New York Yankees.
815037.0,2024,2024-03-01,Assigned,RHP Drew Titsworth assigned to Clemson Tigers.
803122.0,2024,2024-03-01,Assigned,RHP Reed Garris assigned to Clemson Tigers.
808005.0,2024,2024-03-01,Status Change,DSL Arizona Black activated RHP Walvin Mena from the restricted list.
688815.0,2024,2024-03-01,Status Change,C Anthony Quirion roster status changed by Philadelphia Phillies.
672629.0,2024,2024-03-01,Assigned,RHP Gerardo Carrillo assigned to Texas Rangers.
703492.0,2024,2024-03-01,Assigned,OF Nick Morabito assigned to New York Mets.
823333.0,2024,2024-03-01,Assigned,RHP Trevor Moore assigned to College Workout.
703557.0,2024,2024-03-01,Assigned,OF Devin Parks assigned to Clemson Tigers.
702270.0,2024,2024-03-01,Assigned,C Malcolm Moore assigned to Stanford Cardinal.
813436.0,2024,2024-03-01,Assigned,2B Brodey Conn assigned to Clemson Tigers.
813409.0,2024,2024-03-01,Assigned,LHP Joe Ariola assigned to Wake Forest Demon Deacons.
823351.0,2024,2024-03-01,Signed as Free Agent,Chicago Cubs signed free agent RHP Jhon Rosario to a minor league contract.
699130.0,2024,2024-03-01,Assigned,SS Jadher Areinamo assigned to Milwaukee Brewers.
822581.0,2024,2024-03-01,Assigned,C Jacob Burley assigned to Wake Forest Demon Deacons.
691775.0,2024,2024-03-01,Assigned,OF Ryan Clifford assigned to New York Mets.
686629.0,2024,2024-03-01,Assigned,RHP David Falco Jr. assigned to Wake Forest Demon Deacons.
678276.0,2024,2024-03-01,Assigned,C Jose Ferrer assigned to Toronto Blue Jays.
803124.0,2024,2024-03-01,Assigned,OF Tristan Bissetta assigned to Clemson Tigers.
686848.0,2024,2024-03-01,Assigned,C Tate Ballestero assigned to Wake Forest Demon Deacons.
806140.0,2024,2024-03-01,Assigned,LHP Haiden Leffew assigned to Wake Forest Demon Deacons.
806702.0,2024,2024-03-01,Assigned,RHP Chance Fitzgerald assigned to Clemson Tigers.
823346.0,2024,2024-03-01,Assigned,LHP Geremy Tovar assigned to DSL Royals Gold.
683610.0,2024,2024-03-01,Assigned,OF Leandro Pineda assigned to Philadelphia Phillies.
806138.0,2024,2024-03-01,Assigned,1B Luke Lavin assigned to Stanford Cardinal.
811285.0,2024,2024-03-01,Assigned,RHP Joey Volchko assigned to Stanford Cardinal.
800628.0,2024,2024-03-01,Assigned,OF Brady Reynolds assigned to Stanford Cardinal.
805299.0,2024,2024-03-01,Assigned,LHP Brandyn Garcia assigned to Seattle Mariners.
814409.0,2024,2024-03-01,Assigned,SS Seaver King assigned to Wake Forest Demon Deacons.
823349.0,2024,2024-03-01,Assigned,C Alvaro Rios assigned to DSL White Sox.
670033.0,2024,2024-03-01,Status Change,RHP Cole Duensing roster status changed by Chicago White Sox.
703449.0,2024,2024-03-01,Status Change,Clemson Tigers activated OF Nathan Hall.
806174.0,2024,2024-03-01,Assigned,OF Cameron Nelson assigned to Wake Forest Demon Deacons.
822649.0,2024,2024-03-01,Assigned,SS Ryan Preisano assigned to Wake Forest Demon Deacons.
691905.0,2024,2024-03-01,Assigned,OF Ricardo Rosario assigned to Philadelphia Phillies.
689141.0,2024,2024-03-01,Assigned,OF Anthony Hall assigned to New York Yankees.
803138.0,2024,2024-03-01,Assigned,RHP Will Ray assigned to Wake Forest Demon Deacons.
822655.0,2024,2024-03-01,Assigned,OF Antonio Morales assigned to Wake Forest Demon Deacons.
813401.0,2024,2024-03-01,Assigned,RHP Cole Roland assigned to Wake Forest Demon Deacons.
691793.0,2024,2024-03-01,Assigned,C Charlie Saum assigned to Stanford Cardinal.
823348.0,2024,2024-03-01,Signed as Free Agent,Chicago White Sox signed free agent SS Jehancarlos Mendez to a minor league contract.
692021.0,2024,2024-03-01,Assigned,C Oswaldo Linares assigned to San Diego Padres.
688815.0,2024,2024-03-01,Assigned,C Anthony Quirion assigned to Philadelphia Phillies.
804858.0,2024,2024-03-01,Assigned,SS Bryan Rincon assigned to Philadelphia Phillies.
701775.0,2024,2024-03-01,Assigned,RHP Billy Barlow assigned to Clemson Tigers.
701543.0,2024,2024-03-01,Assigned,RHP Rob Hughes assigned to Clemson Tigers.
813394.0,2024,2024-03-01,Assigned,RHP Ben Shenosky assigned to Wake Forest Demon Deacons.
695505.0,2024,2024-03-01,Assigned,RHP Chase Burns assigned to Wake Forest Demon Deacons.
678642.0,2024,2024-03-01,Released,FCL Tigers released OF Jose Reina.
806223.0,2024,2024-03-01,Assigned,OF Aidan Smith assigned to Seattle Mariners.
803905.0,2024,2024-03-01,Assigned,SS Jarren Purify assigned to Clemson Tigers.
691776.0,2024,2024-03-01,Assigned,LHP Josh Hartle assigned to Wake Forest Demon Deacons.
805302.0,2024,2024-03-01,Assigned,RHP Toran O'Harran assigned to Stanford Cardinal.
814797.0,2024,2024-03-01,Assigned,SS Adam Tellier assigned to Wake Forest Demon Deacons.
687239.0,2024,2024-03-01,Assigned,RHP Ben Peoples assigned to Tampa Bay Rays.
679602.0,2024,2024-03-01,Assigned,2B Drew Ehrhard assigned to Boston Red Sox.
805823.0,2024,2024-03-01,Assigned,RHP Paul Bonzagni assigned to Texas Rangers.
822679.0,2024,2024-03-01,Assigned,OF Cort MacDonald assigned to Stanford Cardinal.
813440.0,2024,2024-03-01,Assigned,OF Lleyton Lackey assigned to Clemson Tigers.
702680.0,2024,2024-03-01,Assigned,OF Jack Crighton assigned to Clemson Tigers.
694543.0,2024,2024-03-01,Assigned,SS Blake Wright assigned to Clemson Tigers.
806171.0,2024,2024-03-01,Assigned,RHP Blake Morningstar assigned to Wake Forest Demon Deacons.
701339.0,2024,2024-03-01,Assigned,SS Marek Houston assigned to Wake Forest Demon Deacons.
822651.0,2024,2024-03-01,Assigned,RHP Andrew Koshy assigned to Wake Forest Demon Deacons.
822584.0,2024,2024-03-01,Assigned,C Cameron Gill assigned to Wake Forest Demon Deacons.
803160.0,2024,2024-03-01,Assigned,RHP Dylan Zucker assigned to Wake Forest Demon Deacons.
701376.0,2024,2024-03-01,Released,FCL Red Sox released SS Bryant Zayas.
701626.0,2024,2024-03-01,Released,Carolina Mudcats released RHP Arielbi Gonzalez.
