mlbam_id,season,date,type_desc,description
446328,2010,2010-03-05,Assigned,RF Carlos Guzman assigned to New York Mets.
444983,2010,2010-03-05,Assigned,OF Deik Scram assigned to Detroit Tigers.
445195,2010,2010-03-05,Signed as Free Agent,Colorado Rockies signed free agent 3B Travis Metcalf to a minor league contract.
475467,2010,2010-03-05,Assigned,CF Sean Ratliff assigned to New York Mets.
458243,2010,2010-03-05,Signed as Free Agent,Tulsa Drillers signed free agent OF Ryan Harvey.
445270,2010,2010-03-05,Assigned,CF David Paisano assigned to Texas Rangers.
544253,2010,2010-03-05,Assigned,C Zach Zaneski assigned to Texas Rangers.
527038,2010,2010-03-05,Assigned,SS Wilmer Flores assigned to New York Mets.
425631,2010,2010-03-05,Assigned,C Robby Hammock assigned to Colorado Rockies.
458243,2010,2010-03-05,Signed as Free Agent,Colorado Rockies signed free agent RF Ryan Harvey to a minor league contract.
520976,2010,2010-03-05,Assigned,CF Engel Beltre assigned to Texas Rangers.
516769,2010,2010-03-05,Assigned,Jenrry Mejia assigned to New York Mets.
541645,2010,2010-03-05,Assigned,OF Avisail Garcia assigned to Detroit Tigers.
501726,2010,2010-03-05,Assigned,SS Juan Diaz assigned to Seattle Mariners.
519321,2010,2010-03-06,Assigned,SS Davis Stoneburner assigned to Texas Rangers.
465583,2010,2010-03-06,Assigned,RHP Juan Sandoval assigned to Milwaukee Brewers.
453334,2010,2010-03-06,Assigned,RHP Justin Cassel assigned to Chicago White Sox.
572389,2010,2010-03-06,Assigned,SS Josh Prince assigned to Milwaukee Brewers.
542994,2010,2010-03-06,Assigned,RF Joey Butler assigned to Texas Rangers.
434523,2010,2010-03-06,Assigned,RHP Mike Jones assigned to Milwaukee Brewers.
519429,2010,2010-03-06,Retired,RHP Joey Williamson retired.
110236,2010,2010-03-06,Signed as Free Agent,Los Angeles Dodgers signed free agent LF Garret Anderson to a minor league contract and invited him to spring training.
113915,2010,2010-03-06,Assigned,LHP Shawn Estes assigned to Washington Nationals.
488919,2010,2010-03-06,Assigned,Taylor Green assigned to Milwaukee Brewers.
543149,2010,2010-03-06,Assigned,CF Tim Fedroff assigned to Cleveland Indians.
502276,2010,2010-03-06,Assigned,OF Lee Haydel assigned to Milwaukee Brewers.
503355,2010,2010-03-06,Assigned,San Diego Padres invited non-roster RHP Jackson Quezada to spring training.
490011,2010,2010-03-06,Assigned,LHP Kyle Fernandes assigned to Boston Red Sox.
451202,2010,2010-03-06,Assigned,RHP Aaron Jensen assigned to Seattle Mariners.
499926,2010,2010-03-06,Assigned,3B Alex Liddi assigned to Seattle Mariners.
544725,2010,2010-03-06,Assigned,SS Leury Garcia assigned to Texas Rangers.
502676,2010,2010-03-06,Assigned,SS Cole Figueroa assigned to San Diego Padres.
518544,2010,2010-03-06,Assigned,CF Brad Chalk assigned to San Diego Padres.
543775,2010,2010-03-06,Assigned,LF Brandon Short assigned to Chicago White Sox.
576788,2010,2010-03-06,Assigned,C Dan Butler assigned to Boston Red Sox.
425561,2010,2010-03-06,Assigned,LHP Chris Waters assigned to Milwaukee Brewers.
444107,2010,2010-03-06,Assigned,OF Brett Harper assigned to Boston Red Sox.
449081,2010,2010-03-06,Assigned,RHP Steve Bray assigned to Seattle Mariners.
543434,2010,2010-03-06,Assigned,2B Brett Lawrie assigned to Milwaukee Brewers.
543247,2010,2010-03-06,Assigned,CF Justin Greene assigned to Chicago White Sox.
461842,2010,2010-03-06,Assigned,1B Christian Marrero assigned to Chicago White Sox.
545338,2010,2010-03-06,Assigned,SS Nick Franklin assigned to Seattle Mariners.
519412,2010,2010-03-06,Assigned,3B Zelous Wheeler assigned to Milwaukee Brewers.
447849,2010,2010-03-06,Assigned,OF Brian Horwitz assigned to Cleveland Indians.
501962,2010,2010-03-06,Assigned,SS Brent Brewer assigned to Milwaukee Brewers.
500871,2010,2010-03-06,Assigned,SS Eduardo Escobar assigned to Chicago White Sox.
452217,2010,2010-03-06,Assigned,LHP Wes Whisler assigned to Chicago White Sox.
457789,2010,2010-03-06,Assigned,Jemile Weeks assigned to Oakland Athletics.
534649,2010,2010-03-06,Assigned,DH Juan Silverio assigned to Chicago White Sox.
519031,2010,2010-03-06,Assigned,CF Erik Miller assigned to Milwaukee Brewers.
457928,2010,2010-03-06,Assigned,RHP Andrew Kown assigned to Washington Nationals.
503328,2010,2010-03-06,Assigned,RHP Chad Rhoades assigned to Boston Red Sox.
440361,2010,2010-03-06,Assigned,LF Norris Hopper assigned to Milwaukee Brewers.
456544,2010,2010-03-06,Assigned,2B Eric Farris assigned to Milwaukee Brewers.
489164,2010,2010-03-06,Assigned,2B Jeff Natale assigned to Boston Red Sox.
446488,2010,2010-03-06,Signed as Free Agent,Tulsa Drillers signed free agent Scott Rice.
446132,2010,2010-03-06,Released,Toledo Mud Hens released 3B Michael Hollimon.
571757,2010,2010-03-06,Assigned,OF Jeremy Hazelbaker assigned to Boston Red Sox.
430929,2010,2010-03-06,Signed as Free Agent,Arizona Diamondbacks signed free agent SS Jake Wald to a minor league contract.
452069,2010,2010-03-06,Assigned,LF Kenneth Williams assigned to Chicago White Sox.
460094,2010,2010-03-06,Assigned,RHP Matt Long assigned to Chicago White Sox.
218294,2010,2010-03-06,Assigned,RHP Byung-Hyun Kim assigned to San Francisco Giants.
447849,2010,2010-03-06,Assigned,Brian Horwitz assigned to Cleveland Indians.
453230,2010,2010-03-06,Assigned,1B Chris Errecart assigned to Milwaukee Brewers.
461361,2010,2010-03-06,Assigned,LHP Matt Yourkin assigned to San Francisco Giants.
518900,2010,2010-03-06,Assigned,OF Erik Komatsu assigned to Milwaukee Brewers.
446225,2010,2010-03-07,Assigned,C Ed Easley assigned to Arizona Diamondbacks.
519034,2010,2010-03-07,Assigned,OF Michael Mitchell assigned to Colorado Rockies.
543332,2010,2010-03-07,Assigned,RHP T.J. Hose assigned to Arizona Diamondbacks.
489315,2010,2010-03-07,Assigned,OF Tim Sherlock assigned to Arizona Diamondbacks.
450572,2010,2010-03-07,Assigned,RHP Bryan Henry assigned to Arizona Diamondbacks.
451664,2010,2010-03-07,Assigned,3B Wes Timmons assigned to Atlanta Braves.
518715,2010,2010-03-07,Assigned,RHP Cory Gearrin assigned to Atlanta Braves.
453045,2010,2010-03-07,Assigned,OF Daniel Carte assigned to Colorado Rockies.
489119,2010,2010-03-07,Assigned,LHP Wade Miley assigned to Arizona Diamondbacks.
434660,2010,2010-03-07,Signed as Free Agent,Colorado Rockies signed free agent 1B Brad Eldred to a minor league contract.
572041,2010,2010-03-07,Assigned,OF A.J. Pollock assigned to Arizona Diamondbacks.
572253,2010,2010-03-07,Assigned,1B Ryan Wheeler assigned to Arizona Diamondbacks.
543209,2010,2010-03-07,Assigned,RHP Jared Gayhart assigned to Detroit Tigers.
517370,2010,2010-03-08,Assigned,2B Jimmy Paredes assigned to New York Yankees.
456585,2010,2010-03-08,Signed as Free Agent,Buffalo Bisons signed free agent LHP Michael O'Connor.
492728,2010,2010-03-08,Assigned,LF Alfredo Silverio assigned to Inland Empire 66ers from Great Lakes Loons.
518905,2010,2010-03-08,Assigned,OF Austin Krum assigned to New York Yankees.
519298,2010,2010-03-08,Assigned,2B Justin Snyder assigned to New York Yankees.
216897,2010,2010-03-08,Signed as Free Agent,Buffalo Bisons signed free agent RHP Kyle Snyder.
456499,2010,2010-03-08,Assigned,RHP Scott Patterson assigned to Boston Red Sox.
518582,2010,2010-03-08,Assigned,LHP Casey Crosby assigned to Detroit Tigers.
460271,2010,2010-03-08,Assigned,C Devin Ivany assigned to Washington Nationals.
461857,2010,2010-03-08,Optioned,Milwaukee Brewers optioned RHP Alex Periard to Huntsville Stars.
446290,2010,2010-03-08,Assigned,LHP Daniel Moskos assigned to Pittsburgh Pirates.
460225,2010,2010-03-08,Assigned,3B Juan Gonzalez assigned to Atlanta Braves.
457671,2010,2010-03-08,Assigned,RHP T.J. Large assigned to Boston Red Sox.
501213,2010,2010-03-08,Assigned,CF Moises Sierra assigned to Toronto Blue Jays.
474568,2010,2010-03-08,Assigned,SS Jordy Mercer assigned to Pittsburgh Pirates.
518980,2010,2010-03-08,Assigned,3B Matt Mangini assigned to Seattle Mariners.
458691,2010,2010-03-08,Assigned,2B David Adams assigned to New York Yankees.
542863,2010,2010-03-08,Assigned,C Mitch Abeita assigned to New York Yankees.
518401,2010,2010-03-08,Assigned,RF Denny Almonte assigned to Seattle Mariners.
474544,2010,2010-03-08,Assigned,RHP Eric Wordekemper assigned to New York Yankees.
542968,2010,2010-03-08,Assigned,RF Dan Brewer assigned to New York Yankees.
491627,2010,2010-03-08,Assigned,C Miguel Fermin assigned to Florida Marlins.
543503,2010,2010-03-08,Assigned,OF Kevin Mattison assigned to Florida Marlins.
542546,2010,2010-03-08,Assigned,C Hassiel Jimenez assigned to Seattle Mariners.
519329,2010,2010-03-08,Assigned,2B Damon Sublett assigned to New York Yankees.
571825,2010,2010-03-08,Assigned,RF James Jones assigned to Seattle Mariners.
459983,2010,2010-03-08,Assigned,RHP Lance Pendleton assigned to New York Yankees.
475123,2010,2010-03-08,Assigned,3B Terrence Dayleg assigned to Florida Marlins.
475894,2010,2010-03-08,Assigned,C Ralph Henriquez assigned to Seattle Mariners.
488947,2010,2010-03-08,Assigned,Anthony Hatch assigned to Chattanooga Lookouts from Great Lakes Loons.
488818,2010,2010-03-08,Assigned,SS Chase d'Arnaud assigned to Pittsburgh Pirates.
474523,2010,2010-03-08,Assigned,2B John Tolisano assigned to Toronto Blue Jays.
543281,2010,2010-03-08,Assigned,3B Josh Harrison assigned to Pittsburgh Pirates.
502307,2010,2010-03-08,Assigned,OF Miles Durham assigned to Pittsburgh Pirates.
469169,2010,2010-03-08,Released,Idaho Falls Chukars released LHP Aneidy Toribio.
488683,2010,2010-03-09,Assigned,LHP Scott Barnes assigned to Cleveland Indians.
447717,2010,2010-03-09,Signed as Free Agent,Milwaukee Brewers signed free agent RHP Ruben Flores to a minor league contract.
502623,2010,2010-03-09,Released,Billings Mustangs released RHP Brandon Rice.
475300,2010,2010-03-09,Assigned,RHP Connor Graham assigned to Cleveland Indians.
519175,2010,2010-03-09,Assigned,RHP Evan Reed assigned to Texas Rangers.
469735,2010,2010-03-09,Trade,New York Yankees traded RHP Edwar Ramirez to Texas Rangers.
463037,2010,2010-03-09,Assigned,LHP Atahualpa Severino assigned to Washington Nationals.
457444,2010,2010-03-09,Returned,LHP Jay Marshall returned to Oakland Athletics from New York Mets.
502031,2010,2010-03-09,Assigned,2B Ryan Adams assigned to Baltimore Orioles.
488957,2010,2010-03-09,Assigned,LHP Carlos Hernandez assigned to Oakland Athletics.
519157,2010,2010-03-09,Assigned,RHP Chris Province assigned to Minnesota Twins.
519348,2010,2010-03-09,Assigned,RHP Daniel Thomas assigned to Oakland Athletics.
488977,2010,2010-03-09,Assigned,LHP Ben Hornbeck assigned to Oakland Athletics.
449104,2010,2010-03-09,Assigned,RHP Jim Henderson assigned to Milwaukee Brewers.
488784,2010,2010-03-09,Assigned,1B Koby Clemens assigned to Houston Astros.
548191,2010,2010-03-10,Assigned,OF Tony Mitchell assigned to Florida Southern College Mocs.
429662,2010,2010-03-10,Assigned,IF Josh Barfield assigned to San Diego Padres.
542650,2010,2010-03-10,Released,DSL Rangers Red released RHP Orlando Caraballo.
520980,2010,2010-03-10,Assigned,3B Pedro Baez assigned to Los Angeles Dodgers.
542865,2010,2010-03-10,Assigned,2B Travis Adair assigned to Texas Rangers.
457444,2010,2010-03-10,Released,Oakland Athletics released LHP Jay Marshall.
115216,2010,2010-03-10,Released,Washington Nationals released LHP Eddie Guardado.
571946,2010,2010-03-10,Assigned,RHP Shelby Miller assigned to St. Louis Cardinals.
425655,2010,2010-03-10,Assigned,LHP John Koronka assigned to Los Angeles Dodgers.
113915,2010,2010-03-10,Released,Washington Nationals released LHP Shawn Estes.
457726,2010,2010-03-10,Assigned,OF Kyle Russell assigned to Los Angeles Dodgers.
400158,2010,2010-03-10,Assigned,OF Jay Gibbons assigned to Los Angeles Dodgers.
430567,2010,2010-03-10,Assigned,OF Brandon Watson assigned to Los Angeles Dodgers.
467118,2010,2010-03-10,Released,GCL Pirates released RHP Gerardo Esparza.
573071,2010,2010-03-10,Assigned,OF Wande Olabisi assigned to San Diego Padres.
340392,2010,2010-03-10,Assigned,OF Timo Perez assigned to Los Angeles Dodgers.
517054,2010,2010-03-10,Assigned,3B Edinson Rincon assigned to San Diego Padres.
276347,2010,2010-03-10,Assigned,C Eric Munson assigned to San Diego Padres.
488989,2010,2010-03-10,Assigned,RHP Will Inman assigned to San Diego Padres.
489405,2010,2010-03-10,Assigned,C Matt Wallach assigned to Los Angeles Dodgers.
545411,2010,2010-03-10,Assigned,RHP Mike Benacka assigned to Oakland Athletics.
514108,2010,2010-03-10,Assigned,RHP Mike DeMark assigned to San Diego Padres.
518697,2010,2010-03-10,Assigned,RHP Justin Friend assigned to Oakland Athletics.
493547,2010,2010-03-10,Assigned,RHP Mickey Storey assigned to Oakland Athletics.
430894,2010,2010-03-10,Signed as Free Agent,Las Vegas 51s signed free agent LF Chris Aguila.
453527,2010,2010-03-10,Assigned,SS Sean Kazmar assigned to San Diego Padres.
502245,2010,2010-03-10,Assigned,C Griff Erickson assigned to Los Angeles Dodgers.
448176,2010,2010-03-10,Assigned,SS Christian Lara assigned to Los Angeles Dodgers.
474384,2010,2010-03-10,Assigned,IF Nate Freiman assigned to San Diego Padres.
518911,2010,2010-03-10,Assigned,OF Andrew Lambo assigned to Los Angeles Dodgers.
434898,2010,2010-03-10,Assigned,RHP Tim Corcoran assigned to Los Angeles Dodgers.
489065,2010,2010-03-10,Assigned,OF Drew Locke assigned to Houston Astros.
456387,2010,2010-03-10,Optioned,Seattle Mariners optioned Ryan Feierabend to Tacoma Rainiers.
516958,2010,2010-03-11,Released,Burlington Royals released RHP Deybi De La Cruz.
150305,2010,2010-03-11,Assigned,LHP Damian Moss assigned to Colorado Rockies.
519346,2010,2010-03-11,Assigned,OF Eric Thames assigned to Toronto Blue Jays.
460196,2010,2010-03-11,Assigned,C Patrick Arlis assigned to Milwaukee Brewers.
543629,2010,2010-03-11,Assigned,2B Tyler Pastornicky assigned to Toronto Blue Jays.
542410,2010,2010-03-11,Status Change,DSL Yankees1 placed C Josue Rodriguez on the restricted list.
420664,2010,2010-03-11,Assigned,LF Rashad Eldridge assigned to Tampa Bay Rays.
453207,2010,2010-03-11,Assigned,CF Emeel Salem assigned to Tampa Bay Rays.
518598,2010,2010-03-11,Assigned,OF Kentrail Davis assigned to Milwaukee Brewers.
471808,2010,2010-03-11,Signed as Free Agent,Durham Bulls signed free agent Chris De La Cruz.
521310,2010,2010-03-11,Assigned,2B Omar Luna assigned to Tampa Bay Rays.
420664,2010,2010-03-11,Signed as Free Agent,Durham Bulls signed free agent OF Rashad Eldridge.
451256,2010,2010-03-11,Assigned,LHP Kurt Birkins assigned to Colorado Rockies.
114789,2010,2010-03-11,Retired,RF Brian Giles retired.
502219,2010,2010-03-11,Assigned,OF D' Vontrey Richardson assigned to Milwaukee Brewers.
471808,2010,2010-03-11,Signed as Free Agent,Tampa Bay Rays signed free agent SS Chris De La Cruz to a minor league contract.
519255,2010,2010-03-11,Optioned,Milwaukee Brewers optioned Cody Scarpetta to Brevard County Manatees.
542430,2010,2010-03-11,Status Change,DSL Yankees1 placed RHP Israel Tolentino on the restricted list.
469802,2010,2010-03-11,Optioned,Toronto Blue Jays optioned Luis Perez to Las Vegas 51s.
503345,2010,2010-03-11,Assigned,OF Johermyn Chavez assigned to Seattle Mariners.
459988,2010,2010-03-11,Optioned,Toronto Blue Jays optioned RHP Robert Ray to Las Vegas 51s.
464385,2010,2010-03-11,Assigned,OF Maximo Mendez assigned to Seattle Mariners.
502803,2010,2010-03-11,Released,Orem Owlz released RHP T.J. Kelly.
571552,2010,2010-03-11,Assigned,LF Brian Cavazos-Galvez assigned to Los Angeles Dodgers.
543829,2010,2010-03-11,Assigned,SS Dee Gordon assigned to Los Angeles Dodgers.
452747,2010,2010-03-11,Assigned,RHP Matt Zaleski assigned to Chicago White Sox.
452725,2010,2010-03-11,Assigned,RHP Wes Littleton assigned to Seattle Mariners.
457761,2010,2010-03-11,Optioned,Florida Marlins optioned RHP Ryan Tucker to New Orleans Zephyrs.
502523,2010,2010-03-11,Assigned,SS Shawn O'Malley assigned to Tampa Bay Rays.
489094,2010,2010-03-11,Assigned,OF John Matulia assigned to Tampa Bay Rays.
457668,2010,2010-03-11,Assigned,OF Reid Fronk assigned to Tampa Bay Rays.
453254,2010,2010-03-11,Assigned,RHP Kyle Parker assigned to Seattle Mariners.
444962,2010,2010-03-12,Assigned,DH Dale Mollenhauer assigned to Chicago White Sox.
526269,2010,2010-03-12,Assigned,Hung-Wen Chen assigned to Chicago Cubs.
501965,2010,2010-03-12,Assigned,OF Kyler Burke assigned to Chicago Cubs.
518655,2010,2010-03-12,Assigned,RHP John Ely assigned to Los Angeles Dodgers.
526269,2010,2010-03-12,Assigned,RHP Hung-Wen Chen assigned to Chicago Cubs.
500871,2010,2010-03-12,Assigned,Eduardo Escobar assigned to Chicago White Sox.
543351,2010,2010-03-12,Assigned,RHP Jay Jackson assigned to Chicago Cubs.
544755,2010,2010-03-12,Assigned,RHP Nick Pugliese assigned to Los Angeles Angels.
516809,2010,2010-03-12,Assigned,SS Junior Lake assigned to Chicago Cubs.
489295,2010,2010-03-12,Assigned,Brian Schlitter assigned to Chicago Cubs.
518706,2010,2010-03-12,Assigned,OF Jim Gallagher assigned to Chicago White Sox.
518706,2010,2010-03-12,Assigned,Jim Gallagher assigned to Chicago White Sox.
518934,2010,2010-03-12,Assigned,DJ LeMahieu assigned to Chicago Cubs.
475247,2010,2010-03-12,Assigned,Chicago Cubs invited non-roster 3B Ryan Flaherty to spring training.
521656,2010,2010-03-12,Assigned,OF Nelson Perez assigned to Chicago Cubs.
