mlbam_id,season,date,type_desc,description
454972.0,2013,2013-03-01,Assigned,Romulo Sanchez assigned to Puerto Rico.
592692.0,2013,2013-03-01,Assigned,OF Mel Rojas assigned to Pittsburgh Pirates.
607780.0,2013,2013-03-01,Assigned,3B Eric Wood assigned to Pittsburgh Pirates.
518911.0,2013,2013-03-01,Assigned,OF Andrew Lambo assigned to Pittsburgh Pirates.
605402.0,2013,2013-03-01,Assigned,C Chris O'Brien assigned to Los Angeles Dodgers.
544930.0,2013,2013-03-01,Assigned,OF Blake Smith assigned to Los Angeles Dodgers.
594903.0,2013,2013-03-01,Assigned,RHP Tyler Lockwood assigned to Boston Red Sox.
445001.0,2013,2013-03-01,Declared Free Agency,RHP Bobby Cassevah elected free agency.
460252.0,2013,2013-03-01,Assigned,Jeff Larish assigned to Pittsburgh Pirates.
518396.0,2013,2013-03-01,Assigned,RHP Tim Alderson assigned to Pittsburgh Pirates.
488871.0,2013,2013-03-01,Assigned,3B Jeremy Farrell assigned to Pittsburgh Pirates.
519306.0,2013,2013-03-01,Assigned,OF Steven Souza assigned to Washington Nationals.
150311.0,2013,2013-03-01,Assigned,RHP Lorenzo Barcelo assigned to Dominican Republic.
575529.0,2013,2013-03-01,Assigned,OF Raul Fortunato assigned to Pittsburgh Pirates.
593643.0,2013,2013-03-01,Assigned,IF Hanser Alberto assigned to Texas Rangers.
592289.0,2013,2013-03-01,Assigned,C Kawika Emsley-Pai assigned to Pittsburgh Pirates.
545346.0,2013,2013-03-01,Assigned,RHP Zach Lee assigned to Los Angeles Dodgers.
616624.0,2013,2013-03-01,Status Change,Petroleros de Minatitlan placed 3B Anzurio Hernandez on the reserve list.
620891.0,2013,2013-03-01,Status Change,Cesar Rodriguez roster status changed by Petroleros de Minatitlan.
236155.0,2013,2013-03-01,Assigned,C Robinson Cancel assigned to Petroleros de Minatitlan.
450634.0,2013,2013-03-01,Assigned,OF Jimmy Van Ostrand assigned to Washington Nationals.
495506.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent LHP Edgar Huerta.
477481.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Miguel Lopez.
456479.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Nelson Hiraldo.
633955.0,2013,2013-03-01,Signed as Free Agent,Philadelphia Phillies signed free agent RHP Troy Marks to a minor league contract.
605544.0,2013,2013-03-01,Retired,3B Stephen Yarrow retired.
457928.0,2013,2013-03-01,Signed as Free Agent,San Francisco Giants signed free agent RHP Andrew Kown to a minor league contract.
475100.0,2013,2013-03-01,Assigned,OF Scott Van Slyke assigned to Los Angeles Dodgers.
495663.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent SS Jose Arevalo.
467802.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Jonathan Ortiz.
520988.0,2013,2013-03-01,Assigned,OF Oscar Tejeda assigned to Pittsburgh Pirates.
457461.0,2013,2013-03-01,Assigned,RHP Sean White assigned to Los Angeles Dodgers.
458057.0,2013,2013-03-01,Signed as Free Agent,Philadelphia Phillies signed free agent C Shawn Williams to a minor league contract.
465387.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent Alejandro Ahumada.
454972.0,2013,2013-03-01,Assigned,RHP Romulo Sanchez assigned to Venezuela.
596840.0,2013,2013-03-01,Signed as Free Agent,Los Angeles Dodgers signed free agent CF Robbie Garvey to a minor league contract.
407578.0,2013,2013-03-01,Signed as Free Agent,Cincinnati Reds signed free agent RHP Mark Prior to a minor league contract.
543198.0,2013,2013-03-01,Assigned,IF Drew Garcia assigned to Chicago White Sox.
547372.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Jesus Duenas.
625341.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Jose Dominguez Contreras.
584691.0,2013,2013-03-01,Signed as Free Agent,Petroleros de Minatitlan signed free agent RHP Jose Gallego.
